Date,Close,High,Low,Open,Volume,return_daily,return_lag_1,return_lag_2,return_lag_3,return_lag_4,return_lag_5,rolling_std_return_5,return_volatility_ratio,price_diff,pct_diff,log_vol,sma_5,ema_5,rsi_5,macd,macd_signal,macd_above_signal,day_of_week,month,is_month_end,us10y_yield,fed_rate,cpi,unemployment_rate,target
2011-02-11,61.07241439819336,61.12020168204985,60.5808850737132,60.77886245209678,11333400,0.014401672032006596,-0.011544268299755522,0.008705350388189315,-0.00918598270854698,0.005180256334979427,-0.0101432554292602,0.011360644937896203,1.267680850051594,0.29355194609657786,0.004829836134691441,16.24326476448274,60.7023567199707,60.81751014110802,50.8990330755068,-0.5945188624973312,-0.5095112757998843,0,4,2,0,3.58,0.16,221.898,9.0,1
2011-02-14,61.11329650878906,61.39319682505119,60.969934837685315,60.969934837685315,8033500,0.0006694038707746319,0.014401672032006596,-0.011544268299755522,0.008705350388189315,-0.00918598270854698,0.005180256334979427,0.01117403190850055,0.05990710213252466,0.1433616711037473,0.0023513502431223845,15.899130980944264,60.73648300170898,60.9161055970017,51.753634521085004,-0.5573169599894214,-0.5190724126377918,0,0,2,0,3.58,0.16,221.898,9.0,1
2011-02-15,61.38636779785156,61.420503760804465,61.01089824745307,61.140603448157385,7298000,0.0044682794851891305,0.0006694038707746319,0.014401672032006596,-0.011544268299755522,0.008705350388189315,-0.00918598270854698,0.009760815975043817,0.4577772490141709,0.24576434969417704,0.004019658554769854,15.803111033002363,60.93718719482422,61.07285966395166,57.87522062548795,-0.5000355151934528,-0.515265033148924,1,1,2,0,3.58,0.16,221.898,9.0,0
2011-02-16,61.188385009765625,61.659434171164925,60.99040790147341,61.3522313666796,8446300,-0.0032251914421440597,0.0044682794851891305,0.0006694038707746319,0.014401672032006596,-0.011544268299755522,0.008705350388189315,0.009577883246545,-0.3367332174682201,-0.16384635691397165,-0.0026705851321808098,15.949239152012916,60.9931640625,61.11136811255632,51.90648443431757,-0.4652519786884426,-0.5052624222568278,1,2,2,0,3.58,0.16,221.898,9.0,1
2011-02-17,61.28397750854492,61.56387787778563,61.20888775001602,61.45464694098407,6732500,0.0015622654326312713,-0.0032251914421440597,0.0044682794851891305,0.0006694038707746319,0.014401672032006596,-0.011544268299755522,0.006647386104201575,0.23501951114947559,-0.17066943243914778,-0.0027771607345339483,15.722457252201114,61.20888824462891,61.168904577885854,54.724597636123384,-0.4250722908837332,-0.4892243959822089,1,3,2,0,3.58,0.16,221.898,9.0,0
2011-02-18,61.09286117553711,61.13382540290429,60.812965865367374,61.0450739172925,6080700,-0.0031185367004151754,0.0015622654326312713,-0.0032251914421440597,0.0044682794851891305,0.0006694038707746319,0.014401672032006596,0.0032770432077769383,-0.9516312427661613,0.04778725824461105,0.000782819237951224,15.620630543348902,61.21297760009766,61.143556777102944,47.73442912000074,-0.40399409719253043,-0.47217833622427324,1,4,2,0,3.58,0.16,221.898,9.0,1
2011-02-22,62.00762939453125,62.08272437352882,61.24302833947357,61.379567032386674,11905700,0.014973406080388774,-0.0031185367004151754,0.0015622654326312713,-0.0032251914421440597,0.0044682794851891305,0.0006694038707746319,0.007479167544634089,2.002015062643089,0.6280623621445756,0.010232433894706051,16.29252791899192,61.39184417724609,61.43158098291238,70.37498023780303,-0.3099029582019739,-0.43972326061981337,1,1,2,0,3.58,0.16,221.898,9.0,1
2011-02-23,62.23292922973633,62.499173234130986,61.94620051018685,62.191965007846505,14522600,0.0036334212000199706,0.014973406080388774,-0.0031185367004151754,0.0015622654326312713,-0.0032251914421440597,0.0044682794851891305,0.007445540652564246,0.487999645636025,0.04096422188982274,0.0006586738638127039,16.491216683550068,61.56115646362305,61.698697065187034,73.86093087008047,-0.2146805352932759,-0.3947147155545059,1,2,2,0,3.58,0.16,221.898,9.0,1
2011-02-24,62.628875732421875,62.83368120751887,62.42407546574446,62.553780738780944,12110900,0.006362331125759679,0.0036334212000199706,0.014973406080388774,-0.0031185367004151754,0.0015622654326312713,-0.0032251914421440597,0.00671597320240472,0.947343137623239,0.0750949936409313,0.0012004868891062133,16.309616514082855,61.8492546081543,62.00875662093198,79.2298598670906,-0.1060440950760082,-0.3369805914588064,1,3,2,0,3.58,0.16,221.898,9.0,1
2011-02-25,62.997501373291016,62.99750137329102,62.5605880338716,62.62885476657754,6841700,0.005885873513745921,0.006362331125759679,0.0036334212000199706,0.014973406080388774,-0.0031185367004151754,0.0015622654326312713,0.0064882594233388316,0.9071575486907819,0.36864660671347593,0.005886210247456218,15.738546942892468,62.191959381103516,62.33833820505166,83.23680490232223,0.009684438782649352,-0.26764758541051525,1,4,2,0,3.58,0.16,221.898,9.0,1
2011-02-28,63.07947540283203,63.16139346471614,62.86101855710434,63.01120861512126,9682500,0.001301226679694567,0.005885873513745921,0.006362331125759679,0.0036334212000199706,0.014973406080388774,-0.0031185367004151754,0.005182074900210552,0.25110148053662773,0.068266787710769,0.001083407051081171,16.08583079365015,62.5892822265625,62.58538393764512,84.08999355425448,0.10678381736711628,-0.19276130485498896,1,0,2,1,3.58,0.16,221.898,9.0,1
2011-03-01,63.26225280761719,63.282798334339816,62.645860879887174,62.68010168268813,8048700,0.002897573317119706,0.001301226679694567,0.005885873513745921,0.006362331125759679,0.0036334212000199706,0.014973406080388774,0.0021076607670984953,1.3747816358078542,0.5821511249290552,0.009287654443768107,15.901021269914152,62.840206909179685,62.81100689430248,86.06652588088869,0.1962224531940251,-0.11496455324518616,1,1,3,0,3.41,0.14,223.046,9.0,0
2011-03-02,62.289794921875,63.00207030307844,62.2829498883176,62.89933732233647,8526400,-0.01537185039393818,0.002897573317119706,0.001301226679694567,0.005885873513745921,0.006362331125759679,0.0036334212000199706,0.008962065604232853,-1.7152128842571668,-0.6095424004614713,-0.009690760291126532,15.95867790780744,62.85158004760742,62.63726957015999,47.12842327323899,0.1864843171223498,-0.05467477917167897,1,2,3,0,3.41,0.14,223.046,9.0,0
2011-03-03,61.68021011352539,62.17332390187598,61.62542375665199,62.00210412676608,10607600,-0.009786270915069784,-0.01537185039393818,0.002897573317119706,0.001301226679694567,0.005885873513745921,0.006362331125759679,0.009101589782424015,-1.0752265427264092,-0.3218940132406871,-0.005191662731035069,16.17708137757822,62.66184692382812,62.31824975128179,34.79401321710179,0.12810169797138826,-0.018119483743065525,1,3,3,0,3.41,0.14,223.046,9.0,1
2011-03-04,62.19389343261719,62.22128923422933,61.63914281931214,61.70762971073506,9316200,0.008328170707368576,-0.009786270915069784,-0.01537185039393818,0.002897573317119706,0.001301226679694567,0.005885873513745921,0.009741704665605352,0.8548987054362791,0.48626372188212486,0.007880123157566872,16.047265485537213,62.50112533569336,62.276797645060256,48.885350244897374,0.12187806798895906,0.009880026603339392,1,4,3,0,3.41,0.14,223.046,9.0,0
