Date,Close,High,Low,Open,log_vol,year,month,day,day_of_week,is_month_end,price_diff,pct_diff,return_daily,return_lag_1,return_lag_2,return_lag_3,return_lag_4,return_lag_5,sma_5,rolling_std_return_5,RSI_5,MACD,MACD_signal,bb_middle,bb_upper,bb_lower,rolling_mean_vol,rolling_std_vol,volume_spike,price_above_SMA50,RSI_overbought,MACD_above_signal,target
2021-03-03,139.43841552734375,141.8305159588876,139.29559990227162,141.25034620904756,15.955529779182303,2021,3,3,2,0,-0.6783538761271757,-0.004756505899625826,-0.0018830257817550322,0.005427506341926014,-0.02641941853625751,0.0010454368097427835,0.013400723914208656,-0.00883391405146372,143.19617919921876,0.015320305607179424,31.57049519480094,-0.21404094505737703,0.5168147730784828,143.19617919921876,146.5067350874359,139.8856233110016,16.147356847574592,0.2283563881787247,0,0,0,0,0
2021-03-04,136.6267852783203,139.33129284220718,135.1986564490977,139.23310881495254,16.216419557649548,2021,3,4,3,0,-1.8119306817038137,-0.01282779639366118,-0.017607992065384437,-0.0018830257817550322,0.005427506341926014,-0.02641941853625751,0.0010454368097427835,0.013400723914208656,142.05903015136718,0.014978758037093188,20.521557266005132,-0.5644050751762961,0.300570803427527,142.05903015136718,145.8153965302614,138.30266377247295,16.109201978522954,0.24397956157656847,0,0,0,0,1
2021-03-05,139.33131408691406,139.8579313953737,136.68035856647745,137.43904105672067,15.935566192554322,2021,3,5,4,0,-2.6063235366322317,-0.018719136265901815,-0.020163957245140085,-0.017607992065384437,-0.0018830257817550322,0.005427506341926014,-0.02641941853625751,0.0010454368097427835,140.32921142578124,0.013519064642178776,13.752987018501841,-1.0567645123690568,0.029103740268210262,140.32921142578124,144.5089401057434,136.14948274581909,16.134552807123544,0.2479943120619739,0,0,0,0,1
2021-03-08,140.49168395996094,142.21436550569337,139.22422562634506,140.1346584309272,15.694471816607917,2021,3,8,0,0,1.8922730301933939,0.013768089588259414,0.019795011666887907,-0.020163957245140085,-0.017607992065384437,-0.0018830257817550322,0.005427506341926014,-0.02641941853625751,139.90791931152344,0.01334172829722452,38.24409911578181,-1.21472741988444,-0.2196624917623198,139.90791931152344,143.97899938723646,135.83683923581043,16.02487537086804,0.16075908365011798,0,0,0,0,1
2021-03-09,140.75942993164062,143.48179327446363,140.0364445365864,140.0364445365864,15.825240353757435,2021,3,9,1,0,0.3570255290337343,0.0025477318247413665,0.008328134135898946,0.019795011666887907,-0.020163957245140085,-0.017607992065384437,-0.0018830257817550322,0.005427506341926014,139.56517028808594,0.01658171802727248,46.40606759133978,-1.232079367012318,-0.42214586681231947,139.56517028808594,143.05136727676808,136.0789732994038,15.929415893133973,0.19065681376349614,0,0,0,0,1
2021-03-10,142.05364990234375,142.72308277392813,140.4559427748069,141.75911142413568,15.707959801902518,2021,3,10,2,0,0.7229853950542235,0.005162837413123081,0.0019057780797615553,0.008328134135898946,0.019795011666887907,-0.020163957245140085,-0.017607992065384437,-0.0018830257817550322,139.32952575683595,0.016990997838403913,48.37404916978478,-1.210274753864411,-0.5797716442227377,139.32952575683595,142.25690054154217,136.40215097212973,15.925445539950307,0.19304358850395753,0,0,0,0,0
2021-03-11,142.04476928710938,143.3747145386159,141.8484011662252,142.4017948052713,15.656948844012055,2021,3,11,3,0,0.294538478208068,0.002077739308952245,0.009194552516528898,0.0019057780797615553,0.008328134135898946,0.019795011666887907,-0.020163957245140085,-0.017607992065384437,139.85257263183593,0.017098742373124073,57.74844462535284,-1.0761564438620894,-0.6790486041506081,139.85257263183593,143.51350247256747,136.19164279110439,15.87593154449435,0.21400941236538193,0,0,0,0,1
2021-03-12,142.4553680419922,143.08909041149025,142.08940801473207,142.16973671740345,15.515666485974306,2021,3,12,4,0,-0.35702551816191885,-0.0025071700721900087,-6.251592437422904e-05,0.009194552516528898,0.0019057780797615553,0.008328134135898946,0.019795011666887907,-0.020163957245140085,140.93616943359376,0.014860217098466615,57.65864291812889,-0.9595225299033245,-0.7351433893011514,140.93616943359376,142.99181942419824,138.88051944298928,15.764037401766851,0.11469519873173076,0,0,0,0,1
2021-03-15,143.187255859375,143.4014793249628,141.47350899362092,142.58923067338137,15.524631077196453,2021,3,15,0,0,0.28563132458873497,0.0020090866817633344,0.0028906291794024153,-6.251592437422904e-05,0.009194552516528898,0.0019057780797615553,0.008328134135898946,0.019795011666887907,141.56098022460938,0.007788771313994426,61.15018915226089,-0.824453636470281,-0.7530054387349774,141.56098022460938,143.12624881753158,139.9957116316872,15.680057460450849,0.1113808640138293,0,0,0,0,1
2021-03-16,144.03517150878906,144.31186824839628,143.02656858244472,143.2229366466137,15.666968887290256,2021,3,16,1,0,0.5980251859936345,0.004194041746136402,0.005137664009734477,0.0028906291794024153,-6.251592437422904e-05,0.009194552516528898,0.0019057780797615553,0.008328134135898946,142.1000946044922,0.004087119915277318,67.18029106459981,-0.6508507329754707,-0.7325744975830761,142.1000946044922,143.67762142217737,140.52256778680703,15.646089312568552,0.13019523711451897,0,0,0,0,0
2021-03-17,143.49964904785156,144.35651558533814,142.39284834897933,143.55320150398848,15.607503499935447,2021,3,17,2,0,0.8122348621753588,0.005671122804718464,0.005921725675410716,0.005137664009734477,0.0028906291794024153,-6.251592437422904e-05,0.009194552516528898,0.0019057780797615553,142.75524291992187,0.003543435093422022,73.20354567296869,-0.4397799649510432,-0.6740155910566696,142.75524291992187,144.281488735013,141.22899710483074,15.614435019275117,0.08822427207292546,0,1,0,1,0
2021-03-18,143.2318878173828,144.14232052390122,142.7766782739483,142.999822610472,15.384501613838408,2021,3,18,3,0,-0.05355245613691295,-0.00037304954244036874,-0.0037179978704355854,0.005921725675410716,0.005137664009734477,0.0028906291794024153,-6.251592437422904e-05,0.009194552516528898,143.04444274902343,0.003457080086695425,63.939498180135814,-0.3121191325855932,-0.6016362993624543,143.04444274902343,144.474270116317,141.61461538172986,15.594343758881703,0.0714439570661259,0,0,1,1,0
2021-03-19,142.84805297851562,144.15122171858553,142.33929104290206,143.42823634607558,16.516301205489626,2021,3,19,4,0,0.23206520691081778,0.0016228356278661807,-0.001865936483088304,-0.0037179978704355854,0.005921725675410716,0.005137664009734477,0.0028906291794024153,-6.251592437422904e-05,143.28186645507813,0.003967424014308002,59.25289435555838,-0.2299029189738917,-0.5272896232847418,143.28186645507813,144.30536884102176,142.2583640691345,15.539854312846975,0.10687116836570645,1,0,0,1,1
2021-03-22,143.2586212158203,143.3925023298461,141.02717851775458,141.30387523317148,15.836276491328823,2021,3,22,0,0,-0.5801833675599539,-0.004045112610602275,-0.0026798141441559675,-0.001865936483088304,-0.0037179978704355854,0.005921725675410716,0.005137664009734477,0.0028906291794024153,143.36040344238282,0.004275661253505626,52.37410035066757,-0.19348783370085698,-0.4605292653679649,143.36040344238282,144.1522118188374,142.56859506592824,15.739981256750037,0.4467368636328763,0,0,0,1,0
2021-03-23,143.12477111816406,143.8834536281322,141.81268143778863,142.99981084477824,15.786573283496761,2021,3,23,1,0,1.9547459826488307,0.01383363322076781,0.0028741605415261162,-0.0026798141441559675,-0.001865936483088304,-0.0037179978704355854,0.005921725675410716,0.005137664009734477,143.3746765136719,0.004593090884487009,58.77338440962127,-0.13000062450021233,-0.3944235371944144,143.3746765136719,144.15598903224662,142.59336399509715,15.802310339576511,0.43062971357450075,0,0,0,1,1
2021-03-24,144.5171661376953,145.02592801870162,142.6516832079287,142.90160371432586,15.667125882995647,2021,3,24,2,0,0.12496027338582394,0.0008738492215312393,-0.0009343249049884594,0.0028741605415261162,-0.0026798141441559675,-0.001865936483088304,-0.0037179978704355854,0.005921725675410716,143.19259643554688,0.004115751166358782,55.72225760684184,-0.0894559456004913,-0.33343001887562984,143.19259643554688,143.6154390620462,142.76975380904756,15.826231218817814,0.42451063142215417,0,0,0,1,1
2021-03-25,144.57070922851562,144.99914240894404,143.38358009014638,144.99022154130947,15.651255173668426,2021,3,25,3,0,1.6155624233694539,0.01130541842342875,0.009728539711561845,-0.0009343249049884594,0.0028741605415261162,-0.0026798141441559675,-0.001865936483088304,-0.0037179978704355854,143.39609985351564,0.002530909818730469,73.56625215385256,0.054403516014019715,-0.25586331189769995,143.39609985351564,144.554246732623,142.23795297440827,15.838155695429853,0.41761191072842646,0,1,0,1,1
2021-03-26,147.21275329589844,147.36450340749428,144.04411508345947,144.6778372780883,15.846182066522047,2021,3,26,4,0,-0.4195123127938416,-0.0028933834870672123,0.0003704964071140626,0.009728539711561845,-0.0009343249049884594,0.0028741605415261162,-0.0026798141441559675,-0.001865936483088304,143.6638641357422,0.005106246493004762,74.06857619631329,0.17076518103655758,-0.17053761331084846,143.6638641357422,145.1256119330939,142.20211633839048,15.891506407395857,0.35794452045069175,0,1,1,1,1
2021-03-29,148.2035369873047,149.08719346560224,146.05243592784512,146.23094867365742,15.959697747766906,2021,3,29,0,0,2.534916017810133,0.017521108039082155,0.01827509930249205,0.0003704964071140626,0.009728539711561845,-0.0009343249049884594,0.0028741605415261162,-0.0026798141441559675,144.53680419921875,0.00483679972521777,88.06169504904176,0.47074703586210376,-0.04228068347625801,144.53680419921875,147.47480732154997,141.59880107688753,15.757482579602343,0.09269701040378131,1,1,1,1,0
2021-03-30,147.28414916992188,147.86433248350377,146.58794008934063,147.29308365790772,15.794620722199886,2021,3,30,1,0,1.9725883136472646,0.013489540562644342,0.006730284362080896,0.01827509930249205,0.0003704964071140626,0.009728539711561845,-0.0009343249049884594,0.0028741605415261162,145.52578735351562,0.00797037327563976,90.47185259595612,0.779447791682486,0.1220650115554908,145.52578735351562,149.28988800427354,141.76168670275771,15.782166830889958,0.12845901618191746,0,1,1,1,0
2021-03-31,146.6951141357422,147.6233887213456,146.11493060254503,147.23958694277107,15.92953479012541,2021,3,31,2,1,-0.008934487985840178,-6.065789216953849e-05,-0.006203548417751836,0.006730284362080896,0.01827509930249205,0.0003704964071140626,0.009728539711561845,-0.0009343249049884594,146.3576629638672,0.007768713227551814,73.30578170324628,0.9390832839820575,0.2854686660408042,146.3576629638672,149.4010083988489,143.3143175288855,15.783776318630583,0.12857838629018464,0,1,1,1,0
2021-04-01,145.33837890625,146.2398771723991,144.82960325351374,145.13308991883986,15.793708237816439,2021,4,1,3,0,-0.5444728070288818,-0.0036978696988637094,-0.0039993104315666494,-0.006203548417751836,0.006730284362080896,0.01827509930249205,0.0003704964071140626,0.009728539711561845,146.79325256347656,0.009293676270076419,63.6360770041911,1.006463472840835,0.4296676274008104,146.79325256347656,149.21898008743167,144.36752503952144,15.836258100056535,0.12247053385858557,0,1,1,1,1
2021-04-05,145.87388610839844,147.05209455669308,145.1866114665405,146.06133331413525,15.815245929085606,2021,4,5,0,0,0.20528898741014245,0.001414487816148216,-0.009248673600926849,-0.0039993104315666494,-0.006203548417751836,0.006730284362080896,0.01827509930249205,0.0003704964071140626,146.94678649902343,0.009846923783530573,46.12025067856698,0.9395549589349059,0.5316450937076296,146.94678649902343,148.82599647376955,145.0675765242773,15.864748712886136,0.07668435231825416,0,1,0,1,0
2021-04-06,145.83819580078125,146.84681244788976,145.49009121933685,146.45407628017855,15.43967963207375,2021,4,6,1,0,-0.1874472057368166,-0.0012833458485119566,0.003684554666003592,-0.009248673600926849,-0.0039993104315666494,-0.006203548417751836,0.006730284362080896,0.01827509930249205,146.67901306152345,0.011326113518371476,52.5623919072471,0.9191451028103472,0.6091450955281732,146.67901306152345,148.7060604716236,144.6519656514233,15.858561485398848,0.07974389614380657,0,1,0,1,1
2021-04-07,146.0345458984375,146.63257094574334,145.77570452140665,145.98099344937225,15.34330469837173,2021,4,7,2,0,-0.6158804793973047,-0.004205280556473384,-0.0002446655023001787,0.003684554666003592,-0.009248673600926849,-0.0039993104315666494,-0.006203548417751836,0.006730284362080896,146.20594482421876,0.006755678451420048,52.04398567764612,0.8898327966599879,0.6652826357545362,146.20594482421876,147.5915809044193,144.82030874401823,15.754557862260219,0.18478775070216688,0,1,0,1,0
2021-04-08,145.46334838867188,146.4808861387927,145.3562434527595,146.38270207432268,15.432797783778076,2021,4,8,3,0,0.053552449065250585,0.00036684535294536914,0.0013463557785950986,-0.0002446655023001787,0.003684554666003592,-0.009248673600926849,-0.0039993104315666494,-0.006203548417751836,145.95602416992188,0.005059093802836688,55.08998061817475,0.8723900255955641,0.7067041137227418,145.95602416992188,146.82988250941946,145.0821658304243,15.664294657494588,0.25659937286907375,0,1,0,1,0
2021-04-09,143.92813110351562,145.4276548622306,142.6160410048137,144.70466922001782,15.945918584385206,2021,4,9,4,0,-0.9193536856508047,-0.006280480361566372,-0.003911386215169066,0.0013463557785950986,-0.0002446655023001787,0.003684554666003592,-0.009248673600926849,-0.0039993104315666494,145.7096710205078,0.00506608132079799,44.75339164562337,0.8032166568817729,0.726006622354548,145.7096710205078,146.23697478390022,145.1823672571154,15.56494725622512,0.2220708763631192,0,1,0,1,1
2021-04-12,144.27618408203125,144.6689202455587,143.11583094969495,143.78526387762193,15.429498304189066,2021,4,12,0,0,-0.776538116502195,-0.0053663653058872544,-0.010553980106756566,-0.003911386215169066,0.0013463557785950986,-0.0002446655023001787,0.003684554666003592,-0.009248673600926849,145.42762145996093,0.005056214704942588,27.44977278096553,0.6174000557188606,0.7042853090274106,145.42762145996093,146.97315138650725,143.8820915334146,15.595389325538871,0.26713099070290003,0,0,0,1,0
2021-04-13,142.3482208251953,142.74987787733417,139.71512057267557,140.00967270948365,16.72917020244766,2021,4,13,1,0,0.4909202044093206,0.003414259508729289,0.002418241492104789,-0.010553980106756566,-0.003911386215169066,0.0013463557785950986,-0.0002446655023001787,0.003684554666003592,145.1080810546875,0.005554206474804884,34.614177242228806,0.49254626043608596,0.6619374993091457,145.1080810546875,146.80559782648086,143.41056428289411,15.518239800559565,0.24231102100109428,1,1,0,0,1
2021-04-14,142.74098205566406,142.9105739477966,140.61664339783695,140.87549848150792,15.859104820060097,2021,4,14,2,0,2.33854811571166,0.016702761105399377,-0.013363004220708796,0.002418241492104789,-0.010553980106756566,-0.003911386215169066,0.0013463557785950986,-0.0002446655023001787,144.41008605957032,0.0052546493153595285,20.557646941738966,0.23531563383806997,0.5766131262149305,144.41008605957032,146.9790905151485,141.84108160399214,15.776137914634347,0.5836270374824244,0,0,0,0,1
2021-04-15,143.16043090820312,144.94558498829525,143.017615313081,143.45498296577568,15.833688343937617,2021,4,15,3,0,1.8654835741561442,0.013242072569496659,0.0027591579873067484,-0.013363004220708796,0.002418241492104789,-0.010553980106756566,-0.003911386215169066,0.0013463557785950986,143.75137329101562,0.0070196661067458985,28.00289272960768,0.062431387693663964,0.47377677851067723,143.75137329101562,145.98336893912148,141.51937764290977,15.87929793897202,0.531227596400774,0,0,0,0,1
2021-04-16,144.81175231933594,145.0527383946134,143.31221530825167,144.00842454279638,16.018209125640293,2021,4,16,4,0,-0.29455205757255953,-0.002053271705750586,0.002938531362881358,0.0027591579873067484,-0.013363004220708796,0.002418241492104789,-0.010553980106756566,-0.003911386215169066,143.29078979492186,0.007350218818381749,36.00875167940655,-0.04027039398550869,0.37096734401144005,143.29078979492186,144.72882292302248,141.85275666682125,15.959476051003929,0.4741798801712673,0,0,0,0,1
2021-04-19,145.21339416503906,145.58827497357316,143.56212081396578,145.04380230934908,15.938191290390264,2021,4,19,0,0,0.803327776539561,0.005578338761013445,0.011534761390818105,0.002938531362881358,0.0027591579873067484,-0.013363004220708796,0.002418241492104789,-0.010553980106756566,143.46751403808594,0.008095022095892194,58.640926951090755,0.01145351235606995,0.29906457768036604,143.46751403808594,145.3299618603491,141.60506621582277,15.973934159254947,0.4747648943743316,0,1,0,0,1
2021-04-20,148.59625244140625,149.7655264257293,143.70493306727607,143.70493306727607,16.458182845737838,2021,4,20,1,0,0.16959185568998691,0.001169245793269276,0.0027735445450409735,0.011534761390818105,0.002938531362881358,0.0027591579873067484,-0.013363004220708796,0.002418241492104789,143.6549560546875,0.009025095696462457,62.656421186169965,0.08388722139935112,0.25602910642416304,143.6549560546875,145.94482373524775,141.36508837412723,16.075672756495187,0.3723977246414032,0,1,0,0,1
2021-04-21,148.69442749023438,148.98005872208145,147.53407444523754,148.49805942325122,15.661316353507464,2021,4,21,2,0,4.891319374130177,0.03403724054372083,0.023295773064311742,0.0027735445450409735,0.011534761390818105,0.002938531362881358,0.0027591579873067484,-0.013363004220708796,144.9045623779297,0.009037909116602112,81.53291694649181,0.4095389388910462,0.2867310729175397,144.9045623779297,149.04757004860207,140.76155470725732,16.021475285153223,0.2546018893680299,0,1,0,0,0
2021-04-22,147.43589782714844,148.41773821144668,146.93605676592296,148.02500205772736,15.794164584086626,2021,4,22,3,0,0.19636806698315468,0.0013223611658349265,0.0006606832084601333,0.023295773064311742,0.0027735445450409735,0.011534761390818105,0.002938531362881358,0.0027591579873067484,146.09525146484376,0.009009378492247302,81.86545356181523,0.6678436908051424,0.36295359649506026,146.09525146484376,150.4814968705775,141.70900605911,15.981917591842697,0.29783163066088675,0,1,1,1,1
2021-04-23,147.73941040039062,148.22139618853808,146.3826889816925,146.8557538991955,15.609816947701638,2021,4,23,4,0,-0.5891042305789256,-0.00397976167802507,-0.008463865689711803,0.0006606832084601333,0.023295773064311742,0.0027735445450409735,0.011534761390818105,0.002938531362881358,146.95034484863282,0.009393688053619826,63.5332528227915,0.762212925696133,0.4428054623352748,146.95034484863282,150.2460600600225,143.65462963724315,15.974012839872495,0.30322498963512445,0,1,1,1,0
2021-04-26,146.48977661132812,147.6412089120504,146.16844825062054,147.46269618269022,15.611892825575765,2021,4,26,0,0,0.8836565011951336,0.006017173163005188,0.002058607013049274,-0.008463865689711803,0.0006606832084601333,0.023295773064311742,0.0027735445450409735,0.011534761390818105,147.53587646484374,0.01201968334024968,65.83927885524417,0.851674577955464,0.5245792854593126,147.53587646484374,150.05174347467158,145.0200094550159,15.892334404284767,0.34099489708610486,0,1,0,1,0
2021-04-27,145.6507568359375,146.30234806911335,145.01703458185796,146.16845330272918,15.642910782243307,2021,4,27,1,0,-0.9729195713620982,-0.006597733505135134,-0.008458364533037277,0.002058607013049274,-0.008463865689711803,0.0006606832084601333,0.023295773064311742,0.0027735445450409735,147.79115295410156,0.011662739289463537,49.67318002665722,0.8123740365473395,0.582138235676918,147.79115295410156,149.41264706872687,146.16965883947626,15.827074711321867,0.36068010992862504,0,1,0,1,0
2021-04-28,144.57965087890625,145.66859615124588,144.28509876888188,145.36512317230458,15.823456232203263,2021,4,28,2,0,-0.5176964667916764,-0.003541779741757794,-0.005727497131876591,-0.008458364533037277,0.002058607013049274,-0.008463865689711803,0.0006606832084601333,0.023295773064311742,147.20205383300782,0.0129808747602451,41.1859057707359,0.7053948378454322,0.6067895561106209,147.20205383300782,149.2967090200077,145.10739864600794,15.664020298622962,0.07590410848107179,1,1,0,1,1
2021-04-29,146.5612030029297,146.6147554665604,144.42794361052205,144.50827230596815,15.670917682877084,2021,4,29,3,0,-0.7854722933983282,-0.00540344393659881,-0.007353933342328922,-0.005727497131876591,-0.008458364533037277,0.002058607013049274,-0.008463865689711803,0.0006606832084601333,146.37909851074218,0.005030285197073197,32.36214344986776,0.5280961888674085,0.5910508826619785,146.37909851074218,148.7025470252055,144.05564999627887,15.69644827436212,0.10392349623877384,0,1,0,1,0
2021-04-30,145.24908447265625,146.6772134457278,145.06165088697458,146.5165424669248,16.02148573686521,2021,4,30,4,1,2.052930696961539,0.014206319570514674,0.013705608721403584,-0.007353933342328922,-0.005727497131876591,-0.008458364533037277,0.002058607013049274,-0.008463865689711803,146.20415954589845,0.004419224189300673,54.77050136364512,0.5412413348737743,0.5810889731043377,146.20415954589845,148.3039376852298,144.1043814065671,15.671798894120212,0.08841061370928768,1,1,0,0,1
2021-05-03,147.46266174316406,147.56084576432875,145.59716534103484,146.02561213501446,15.701686019451317,2021,5,3,0,0,-1.2674579942685398,-0.008650613595762817,-0.008952700328525576,0.013705608721403584,-0.007353933342328922,-0.005727497131876591,-0.008458364533037277,0.002058607013049274,145.70609436035156,0.00927144270925442,42.983580528947535,0.44070182195241614,0.5530115428739534,145.70609436035156,147.2097336407796,144.2024550799235,15.754132651952926,0.17015480773303146,0,1,0,0,1
2021-05-04,149.7476806640625,149.8190884744233,146.98068589608238,147.12350151680397,16.135886550203516,2021,5,4,1,0,1.4370496081496071,0.00984107915822958,0.015239870726514226,-0.008952700328525576,0.013705608721403584,-0.007353933342328922,-0.005727497131876591,-0.008458364533037277,145.90067138671876,0.009618512498415522,60.78169796457527,0.5334909679154691,0.5491074278822565,145.90067138671876,147.9222022642417,143.87914050919582,15.772091290728037,0.1554964243144668,1,1,0,0,0
2021-05-05,149.1228790283203,150.3099947165382,148.87294488276964,149.50668068608377,15.868646752921864,2021,5,5,2,0,2.6241791472585305,0.017836573492364883,0.015495576262404942,0.015239870726514226,-0.008952700328525576,0.013705608721403584,-0.007353933342328922,-0.005727497131876591,146.72005615234374,0.012016441073977223,72.04265274911081,0.7823900592355244,0.5957639541529102,146.72005615234374,150.35194821985436,143.08816408483312,15.870686444320077,0.20234309809306783,0,1,0,0,1
2021-05-06,149.72091674804688,149.85479789120188,148.38205083790342,148.87295744257068,15.525680470987455,2021,5,6,3,0,-0.3838016577634562,-0.0025671204524252466,-0.00417236269016974,0.015495576262404942,0.015239870726514226,-0.008952700328525576,0.013705608721403584,-0.007353933342328922,147.62870178222656,0.012610831574145909,65.60421445556165,0.9186386178545831,0.6603388868932448,147.62870178222656,150.921401419034,144.33600214541912,15.879724548463798,0.2007087119157015,0,1,1,1,1
2021-05-07,150.39927673339844,151.00622276676052,149.80125157006268,150.22076399533012,15.486269508484225,2021,5,7,4,0,0.8479593054761949,0.00569585853631815,0.004010368654517427,-0.00417236269016974,0.015495576262404942,0.015239870726514226,-0.008952700328525576,0.013705608721403584,148.26064453125,0.011849382133969853,68.92677983826701,1.06262396059293,0.7407959016331819,148.26064453125,151.70080618465823,144.82048287784175,15.850677106085872,0.24426628926842975,0,1,0,1,1
2021-05-10,151.9791259765625,153.1037683626505,151.05083804739525,151.64886314616288,15.93867001692939,2021,5,10,0,0,0.1785127380683207,0.0011883359751376985,0.00453082976036745,0.004010368654517427,-0.00417236269016974,0.015495576262404942,0.015239870726514226,-0.008952700328525576,149.29068298339843,0.011096369507508516,72.67003200607186,1.2174375019049535,0.8361242216875362,149.29068298339843,151.28923203648728,147.29213393030957,15.743633860409677,0.26692232339600847,0,1,0,1,0
