Date,Open,High,Low,Close,day_of_week,month,is_month_end,price_diff,pct_diff,return_daily,return_lag_1,return_lag_2,return_lag_3,return_lag_4,return_lag_5,sma_5,sma_10,rolling_std_return_5,RSI_5,MACD,MACD_signal,bb_middle,bb_upper,bb_lower,volume_outlier,price_above_SMA50,RSI_overbought,MACD_above_signal,return_3d,vol_month,price_vs_sma10,momentum_3d,vol_change,sma_cross_up,volatility_ratio,gap_up,lower_shadow,target
2021-02-16,52.17617372866306,52.20375337282867,51.698170980437794,51.716552734375,1,2,0,-0.45962099428805914,-0.008809020697421621,-0.008983862964584088,0.004778839840117843,-0.0037031600308687906,-0.0005284194203534209,0.0015882155155930722,0.004789158098598145,52.097130584716794,51.7321891784668,0.003629679190972867,66.04356604638227,0.1532871407926919,0.0749395132676617,52.097130584716794,52.272932431312434,51.921328738121154,0,0,0,1,0.0005290045214418893,0.4400185076677057,-0.0003022575371371573,-0.41367340087891336,-0.041835480493467476,0,0.008248905168345243,-0.0001763961410697358,0.036357511369745354,1
2021-02-17,51.643035842127325,52.07508087158203,51.59707442565224,52.07508087158203,2,2,0,0.4320450294547058,0.008365988219117612,0.006932560626159434,-0.008983862964584088,0.004778839840117843,-0.0037031600308687906,-0.0005284194203534209,0.0015882155155930722,52.02542495727539,51.804809188842775,0.005260277386719928,43.62927731711897,0.13278915204911357,0.08650944102395208,52.02542495727539,52.38013913728028,51.6707107772705,1,0,0,1,-0.007935384738320894,0.4349521214429676,0.005217115688121576,0.13790130615234375,0.7408058026860089,0,0.012093895013947318,-0.00142153502001061,0.9999979079823788,1
2021-02-18,51.79010056636429,52.185374953803176,51.74413916223588,52.093448638916016,3,2,0,0.3033480725517279,0.005857259770388263,0.0003527170198598384,0.006932560626159434,-0.008983862964584088,0.004778839840117843,-0.0037031600308687906,-0.0005284194203534209,52.00888366699219,51.870076751708986,0.0064254901307242976,57.437622208780745,0.14381674273035827,0.09797090136523333,52.00888366699219,52.344568673407956,51.673198660576425,0,0,0,1,0.0026551558499363637,0.44010016569792876,0.004306372791315955,-0.09193038940429688,0.09059490037573537,0,0.014600029792092274,-0.005472488856004288,0.7916599054203288,0
2021-02-19,52.13940518800062,52.17617220142874,51.48674073017681,51.51432037353516,4,2,0,-0.6250848144654597,-0.011988721624490587,-0.011117103599630362,0.0003527170198598384,0.006932560626159434,-0.008983862964584088,0.004778839840117843,-0.0037031600308687906,52.00152816772461,51.96567840576172,0.006429768698695836,58.09497314300107,0.15228289074111245,0.10883329924040916,52.00152816772461,52.327733320891376,51.67532301455784,0,0,0,1,-0.0017616119901018301,0.446833619294334,-0.008685694983181702,-0.20223236083983664,0.015533615266950782,0,0.014389593869987253,0.0008821943911020236,0.040003400635118654,0
2021-02-22,51.33021739726606,51.3670404918126,51.05405121145424,51.27498626708984,0,2,0,-0.0552311301762245,-0.001075996420369071,-0.004645972318180536,-0.011117103599630362,0.0003527170198598384,0.006932560626159434,-0.008983862964584088,0.004778839840117843,51.9169563293457,51.97119293212891,0.008099440010574093,36.113103746568,0.11098222894433007,0.10926308518119335,51.9169563293457,52.43113992714586,51.40277273154555,0,0,0,1,-0.0039103990917286335,0.44606936080351556,-0.013396010862176531,-0.8000946044921946,-0.14814959248137893,0,0.018157314904277452,-0.0035738212473800115,0.7058847175146623,0
2021-02-23,51.21054725107403,51.41306724638344,50.87914642574867,51.20133972167969,1,2,0,-0.009207529394345215,-0.00017979752001482676,-0.001436305512136582,-0.004645972318180536,-0.011117103599630362,0.0003527170198598384,0.006932560626159434,-0.008983862964584088,51.73487777709961,51.9160041809082,0.007298762369356284,30.208450930362417,0.05826722640768622,0.09906391342649193,51.73487777709961,52.37035730304908,51.09939825115014,1,0,0,0,-0.015364250829782544,0.4565827282964943,-0.013765783220491556,-0.8921089172363281,0.5959311448056273,0,0.015985594573393658,-0.001256733925259563,0.6034465786544665,0
2021-02-24,51.100077122974746,51.36703928469818,50.971199806734056,51.19213485717773,2,2,0,0.09205773420298158,0.001801518498327122,-0.00017977780565892054,-0.001436305512136582,-0.004645972318180536,-0.011117103599630362,0.0003527170198598384,0.006932560626159434,51.63183517456055,51.82863006591797,0.00662881852433341,28.42102873855505,0.01042734642280152,0.08133660002575385,51.63183517456055,52.39918434909663,50.86448600002447,0,0,0,0,-0.017125165266364872,0.46912338947512894,-0.012280764664833313,-0.3221855163574361,0.06453851492019431,0,0.014130193767478046,-0.001977733342089325,0.5581416321543935,0
2021-02-25,51.07245793511224,51.38544718590986,50.52012561565444,50.65820693969727,3,2,0,-0.41425099541496735,-0.00811104482069915,-0.010429881835756105,-0.00017977780565892054,-0.001436305512136582,-0.004645972318180536,-0.011117103599630362,0.0003527170198598384,51.45524597167969,51.73206481933594,0.0047279701564382545,28.160702936873506,-0.027907162373750793,0.05948784754585292,51.45524597167969,52.13464678585906,50.775845157500314,1,0,0,0,-0.006254290341428104,0.464448011704346,-0.020758071099402347,-0.6167793273925639,1.848760696873615,0,0.010179739944086554,-0.002337798961922139,0.15957208189088612,0
2021-02-26,50.8423191921833,50.8423191921833,50.08746337890625,50.08746337890625,4,2,0,-0.7548558132770467,-0.014846998037672154,-0.011266556699695784,-0.010429881835756105,-0.00017977780565892054,-0.001436305512136582,-0.004645972318180536,-0.011117103599630362,51.16819763183594,51.584862899780276,0.005034486737888616,16.922184086696248,-0.10021583177263693,0.02754711168215495,51.16819763183594,51.72888767803623,50.607507585635645,0,0,0,0,-0.01202885407281784,0.4813551048750205,-0.029027886025076638,-1.1138763427734375,0.7906214639450984,0,0.010458965175471853,0.0036344012150052413,0.0,1
2021-03-01,50.43727715800689,51.15530990042202,50.43727715800689,50.85152816772461,0,3,0,0.41425100971771656,0.008213191374704382,0.015254611379264649,-0.011266556699695784,-0.010429881835756105,-0.00017977780565892054,-0.001436305512136582,-0.004645972318180536,50.882826232910155,51.39989128112793,0.005075987787451879,11.03677920198632,-0.2012552632819009,-0.01821336331065622,50.882826232910155,51.792317544092356,49.973334921727954,0,0,0,0,-0.02175482807341078,0.5777391012472789,-0.010668565627971607,-0.3406066894531179,-0.21278230934091835,0,0.008785936403745155,0.00698405845531208,0.5769241544615606,0
