Date,Close,Open,log_return,delta_close,close_lag1,close_lag2,close_lag3,sma_7,sma_14,ema_14,sma_diff,ema_ratio,close_minus_sma14,close_minus_ema14,macd,macd_signal,rsi_14,roc_12,rolling_std_14,bollinger_width,volume_log,volume_sma_5,obv,day_of_week,is_month_end,trend_sequence,month
2021-02-22,54207.3203125,57532.73828125,-0.05966344725525414,-3332.625,57539.9453125,56099.51953125,55888.1328125,53823.37053571428,50524.63783482143,50313.486248401656,3298.732700892855,1.0773914581246502,3682.6824776785725,3893.8340640983442,5230.848517652652,4489.435444938249,69.4858085432398,20.68012545378729,4054.4714419262446,30.931336543155002,25.245624037957175,65529137209.2,547604381659,0,0,57,2
2021-02-23,48824.42578125,54204.9296875,-0.10458524450100902,-5382.89453125,54207.3203125,57539.9453125,56099.51953125,53769.73549107143,50692.017857142855,50114.94485278144,3077.7176339285725,0.9742488178861118,-1867.592075892855,-1290.5190715314384,4651.598485813949,4521.86805311339,55.72517242453769,1.9100532426607582,3920.8706330999335,29.813336619584547,25.387671377342183,76338691058.2,441501888835,1,0,58,2
2021-02-24,49705.33203125,48835.0859375,0.017881495738120444,880.90625,48824.42578125,54207.3203125,57539.9453125,53420.638950892855,51033.95703125,50060.32980991058,2386.681919642855,0.9929086008820042,-1328.625,-354.9977786605814,4215.032167583471,4460.500876007406,57.2183067143953,4.632117344593587,3571.8064597237144,26.977166004690506,24.877380089187824,76378695952.2,505197410223,2,0,59,2
2021-02-25,47093.8515625,49709.08203125,-0.053969759252051705,-2611.48046875,49705.33203125,48824.42578125,54207.3203125,52765.50390625,50975.70842633928,49664.79937692251,1789.7954799107174,0.9482340038281291,-3881.8568638392826,-2570.947814422507,3616.6352464760203,4291.7277501011295,51.65658266761192,-0.02476156421438174,3632.8106000834705,27.469271112854994,24.72158700750573,73650917136.8,450690844274,3,0,60,2
2021-02-26,46339.76171875,47180.46484375,-0.016142075456887308,-754.08984375,47093.8515625,49705.33203125,48824.42578125,51401.450892857145,50892.48772321428,49221.461022499505,508.96316964286234,0.9414544135040556,-4552.726004464283,-2881.699303749505,3046.435218226863,4042.6692437262764,50.140970226060574,-4.880253785673175,3730.4697790304317,28.253840892519978,26.583960721426184,133464988394.4,99722902795,4,0,61,2
2021-02-27,46188.453125,46344.7734375,-0.0032705424799890207,-151.30859375,46339.76171875,47093.8515625,49705.33203125,49985.584263392855,50826.98325892857,48817.05996949957,-841.3989955357174,0.9461539296684008,-4638.5301339285725,-2628.606844499569,2552.9098926814913,3744.7173735173196,49.82508036691494,-3.66378834497657,3809.3000990504624,28.888068412731243,24.54996940887005,124236693604.4,53811956413,5,0,62,2
2021-02-28,45137.76953125,46194.015625,-0.02301047656676125,-1050.68359375,46188.453125,46339.76171875,47093.8515625,48213.84486607143,50571.30329241072,48326.487911066295,-2357.45842633929,0.9340171711694756,-5433.533761160717,-3188.718379816295,2053.336545898863,3406.4412079936283,47.58331238941397,-8.25632562077184,4072.809519644584,31.042565247983756,24.701898107765594,113704972529.8,368068962,6,1,63,2
2021-03-01,49631.2421875,45159.50390625,0.09490116032713884,4493.47265625,45137.76953125,46188.453125,46339.76171875,47560.119419642855,50691.74497767857,48500.45514792413,-3131.6255580357174,1.0233149778930326,-1060.5027901785725,1130.7870395758728,1996.986739135842,3124.5503142220714,56.580766519642744,-4.8280221055260375,4013.674442098568,30.51915826105788,24.710234893911625,111744128274.6,54259369074,0,0,64,3
2021-03-02,48378.98828125,49612.10546875,-0.025554925208490772,-1252.25390625,49631.2421875,45137.76953125,46188.453125,47496.48549107143,50633.11049107143,48484.259565700915,-3136.625,0.9978287533852453,-2254.1222098214275,-105.27128445091512,1830.185447992335,2865.6773409761245,53.80873705390519,-6.387038636652924,4043.0338633455954,30.778001803088195,24.584645814854515,110348994628.8,6728471354,1,0,65,3
2021-03-03,50538.2421875,48415.81640625,0.043664727693901485,2159.25390625,48378.98828125,49631.2421875,45137.76953125,47615.47265625,50518.05580357143,48758.123915274125,-2902.5831473214275,1.0365091625616922,20.186383928572468,1780.1182722258745,1850.892036364312,2662.720280053762,57.66059098532196,-9.572498410258998,4019.4271102729,30.667980522264976,24.69771535935063,50799568728.0,59949283329,2,0,66,3
2021-03-04,48561.16796875,50522.3046875,-0.0399061221991278,-1977.07421875,50538.2421875,48378.98828125,49631.2421875,47825.08928571428,50295.296595982145,48731.86312240424,-2470.2073102678623,0.9964972577956749,-1734.128627232145,-170.69515365424013,1688.3070378795164,2467.837631618913,53.27957659137823,-13.437461898939782,4036.4720907234796,30.934437976629624,24.68109965231071,52086142787.6,7605466649,3,0,67,3
2021-03-05,48927.3046875,48527.03125,0.007511420176535919,366.13671875,48561.16796875,50538.2421875,48378.98828125,48194.73828125,49798.09458705357,48757.921997750345,-1603.3563058035725,1.0034739521868359,-870.7898995535725,169.38268974965467,1570.8931501022016,2288.4487353155705,53.97696676636395,-14.968107074528254,3710.080212680321,28.71694412226579,24.607422741715414,51122551074.0,56231395532,4,0,68,3
2021-03-06,48912.3828125,48899.23046875,-0.0003050270395783075,-14.921875,48927.3046875,48561.16796875,50538.2421875,48583.87109375,49284.72767857143,48778.5167730503,-700.8565848214275,1.0027443646979373,-372.34486607142753,133.8660394496983,1459.809947141599,2122.7209776807763,53.941627470178815,-9.767938111449142,3238.327301613565,25.32654975497924,24.260262673209898,47217003983.8,21867830871,5,0,69,3
2021-03-07,51206.69140625,48918.6796875,0.0458396233606819,2294.30859375,48912.3828125,48927.3046875,48561.16796875,49450.85993303572,48832.35239955357,49102.27339081026,618.5075334821449,1.042857853009991,2374.3390066964275,2104.41801543974,1539.1647050398024,2006.0097231525815,58.44638434057392,4.879249651953632,2303.9806213284487,18.186068623869694,24.487657583706802,46338316315.4,65005290249,6,0,70,3
2021-03-08,52246.5234375,51174.1171875,0.020103136515502152,1039.83203125,51206.69140625,48912.3828125,48927.3046875,49824.47154017857,48692.29547991072,49521.50673036889,1132.176060267855,1.0550269344987437,3554.2279575892826,2725.016707131108,1666.7464613841003,1938.1570707988853,60.33966579448702,5.112512687074175,1990.3596077425875,15.75574525694783,24.606836445650035,45413639530.0,113602718297,0,0,71,3
2021-03-09,54824.1171875,52272.96875,0.048156840253235314,2577.59375,52246.5234375,51206.69140625,48912.3828125,50745.20424107143,49120.84486607143,50228.521457986375,1624.359375,1.091493748892402,5703.2723214285725,4595.595729513625,1953.3294304699812,1941.1915427331046,64.64046237267428,16.414596318886503,2579.6619151407745,20.242521708548193,24.653368955347315,45127321671.0,164514945682,1,0,72,3
2021-03-10,56008.55078125,54824.01171875,0.021374179798027783,1184.43359375,54824.1171875,52246.5234375,51206.69140625,51526.67689732143,49571.07477678572,50999.192034421525,1955.6021205357101,1.0982242766404504,6437.476004464283,5009.358746828475,2250.0848133809122,2002.9701968626662,66.44131587671285,20.864995209044878,3171.6471414255025,24.661766345922263,24.77148927819472,46861251417.2,221810523296,2,0,73,3
2021-03-11,57805.12109375,55963.1796875,0.031573000390297756,1796.5703125,56008.55078125,54824.1171875,52246.5234375,52847.24162946428,50336.16545758928,51906.64924233199,2511.076171875,1.113636151389398,7468.955636160717,5898.471851418013,2600.259627617328,2122.4280830135986,69.01875742797156,25.150588908686256,3764.6052409745107,28.82749886173981,24.762315135573942,51343007204.0,278582866891,3,0,74,3
2021-03-12,57332.08984375,57821.21875,-0.008216872853115568,-473.03125,57805.12109375,56008.55078125,54824.1171875,54047.92522321428,51121.331752232145,52630.04132252106,2926.5934709821377,1.0893415320047806,6210.758091517855,4702.048521228942,2807.245839596093,2259.3916343300975,67.54771611778854,27.01577955476415,4005.574900584576,30.201627562979844,24.74306544160442,53853504268.8,222892922189,4,0,75,3
2021-03-13,61243.0859375,57343.37109375,0.06599046126171279,3910.99609375,57332.08984375,57805.12109375,56008.55078125,55809.45424107143,52196.66266741072,53778.447271184916,3612.79157366071,1.138803536455295,9046.423270089283,7464.638666315084,3249.4114109943184,2457.395589662942,72.72402565626122,23.396238413965246,4561.613225523752,33.68552905527967,24.828712373803558,56267984622.0,283562752003,5,0,76,3
2021-03-14,59302.31640625,61221.1328125,-0.03220259265928875,-1940.76953125,61243.0859375,57332.08984375,57805.12109375,56965.97209821428,53208.416015625,54514.96315586026,3757.5560825892826,1.0878172335309577,6093.900390625,4787.353250389737,3403.9878771354415,2646.7140471574417,67.01189493073633,22.57866175600348,4444.870966997772,32.1993034767751,24.505208073836037,54865784257.8,239661526439,6,0,77,3
2021-03-15,55907.19921875,59267.4296875,-0.05895520841682183,-3395.1171875,59302.31640625,61243.0859375,57332.08984375,57488.92578125,53656.69866071428,54700.59463091223,3832.2271205357174,1.0220583449956848,2250.5005580357174,1206.60458783777,3215.467351295745,2760.4647079851025,58.37404763844919,10.62355317252792,4372.23115402359,31.408472507090206,24.919254566114088,56690542713.0,173242156549,0,0,78,3
2021-03-16,56804.90234375,55840.78515625,0.015929471547609108,897.703125,55907.19921875,59302.31640625,61243.0859375,57771.89508928572,54258.54966517857,54981.168992623934,3513.345424107145,1.033170145061316,2546.3526785714275,1823.7333511260658,3102.7342273324975,2828.9186118545817,59.84780362070731,16.97598043833088,4164.862941443451,29.586948983322202,24.813431657041054,57286033713.8,232991955148,1,0,79,3
2021-03-17,58870.89453125,56825.828125,0.03572418708035779,2065.9921875,56804.90234375,55907.19921875,59302.31640625,58180.80133928572,54853.73911830357,55499.79906444075,3327.062220982145,1.060740678770658,4017.1554129464275,3371.0954668092527,3143.8602536879844,2891.9069402212626,63.086890866905115,20.323191533357445,4187.6431210137935,29.425989529943593,24.821906378089505,58199707411.6,293250268339,2,0,80,3
2021-03-18,57858.921875,58893.078125,-0.017339151916613386,-1011.97265625,58870.89453125,56804.90234375,55907.19921875,58188.48716517857,55517.86439732143,55814.34877251532,2670.622767857145,1.0366316753209435,2341.0574776785725,2044.5731024846827,3059.5268686680647,2925.430925910623,60.51188167513202,18.29094913816718,3835.3859713341426,26.628332624957547,24.744072231330087,57214949648.8,237504227339,3,0,81,3
2021-03-19,58346.65234375,57850.44140625,0.008394319050580128,487.73046875,57858.921875,58870.89453125,56804.90234375,58333.42466517857,56190.67494419643,56151.98924867994,2142.749720982145,1.0390843338666162,2155.9773995535725,2194.6630950700564,2997.4945745650766,2939.843655641514,61.331095587717584,13.943413919979482,3390.728758152581,23.259289842649135,24.616388832851165,58247479293.2,286568101125,4,0,82,3
2021-03-20,58313.64453125,58332.26171875,-0.0005658791253751102,-33.0078125,58346.65234375,57858.921875,58870.89453125,57914.93303571428,56862.193638392855,56440.20995302262,1052.7393973214275,1.0331932602622618,1451.450892857145,1873.4345782273813,2912.101190158857,2934.2951625449828,61.238502837385035,11.612487672998578,2698.7444398030807,18.293878916730268,24.64249742247767,55035951559.6,236206369903,5,0,83,3
2021-03-21,57523.421875,58309.9140625,-0.013643904139846409,-790.22265625,58313.64453125,58346.65234375,57858.921875,57660.80524553572,57313.388671875,56584.63820928627,347.4165736607174,1.0165907867474826,210.033203125,938.7836657137304,2748.9734982860755,2897.2308296932015,58.94417958942537,4.92357164323924,2153.428751398621,14.48245106893616,24.67342078110494,53474674747.6,184262955364,6,0,84,3
2021-03-22,54529.14453125,57517.890625,-0.05345688104443306,-2994.27734375,57523.421875,58313.64453125,58346.65234375,57463.94029017857,57476.43303571428,56310.572385548105,-12.492745535710128,0.9683642382091058,-2947.2885044642826,-1781.4278542981046,2350.979837650295,2787.9806312846204,51.127663627219235,-2.641393553955803,1797.2424104020902,12.052704245472118,24.757886137088867,52727303104.2,127741500390,0,0,85,3
2021-03-23,54738.9453125,54511.66015625,0.0038401154329438564,209.80078125,54529.14453125,57523.421875,58313.64453125,57168.80357142857,57470.349330357145,56101.02210914169,-301.54575892857247,0.9757209985587814,-2731.404017857145,-1362.0767966416897,2029.105894201748,2636.205683868046,51.61184835303805,-5.30433242459122,1807.0286954043336,12.119616056917257,24.756355794115763,52865099687.0,184176524304,1,0,86,3
2021-03-24,52774.265625,54710.48828125,-0.036551757777657644,-1964.6796875,54738.9453125,54529.14453125,57523.421875,56297.85658482143,57239.32896205357,55657.4545779228,-941.4723772321449,0.9481976138724381,-4465.0633370535725,-2883.188952922799,1597.0751555260867,2428.379578199654,46.92361928176551,-7.949865827622306,2177.1319630641888,14.660806769861992,24.979831621352528,57165769687.2,113609300517,2,0,87,3
2021-03-25,51704.16015625,52726.74609375,-0.020485432915556448,-1070.10546875,52774.265625,54738.9453125,54529.14453125,55418.60491071428,56803.54603794643,55130.34865503309,-1384.941127232145,0.9378529506457184,-5099.3858816964275,-3426.1884987830927,1155.0247085662195,2173.7086042729675,44.549919206373936,-15.57551458295994,2620.599241145322,17.78249980434029,24.9427707897952,60693386011.0,45609487676,3,0,88,3
2021-03-26,55137.3125,51683.01171875,0.06428841931989358,3433.15234375,51704.16015625,52774.265625,54738.9453125,54960.12779017857,56646.77622767857,55131.27716769535,-1686.6484375,1.0001094720205066,-1509.4637276785725,6.035332304651092,1069.3959161923485,1952.8460666568437,52.79950380489956,-7.023341006981375,2652.008321653509,18.04543406173998,24.76019662294401,61635142698.8,102261685654,4,0,89,3
2021-03-27,55973.51171875,55137.56640625,0.015051908974823298,836.19921875,55137.3125,51704.16015625,52774.265625,54625.82310267857,56270.37806919643,55243.57510783597,-1644.554966517855,1.0132130588849326,-296.86635044642753,729.9366109140319,1056.8263337348471,1773.6421200724444,54.5722732884653,0.11861173681861047,2300.078425318692,15.755437268391539,24.579068529805866,59784160150.6,149528227887,5,0,90,3
2021-03-28,55950.74609375,55974.94140625,-0.0004068041327035923,-22.765625,55973.51171875,55137.3125,51704.16015625,54401.15513392857,56030.980189732145,55337.86457262451,-1629.8250558035725,1.0110752651165489,-80.23409598214494,612.8815211254914,1033.1187040745863,1625.5374368728728,54.51224523278993,-1.5036664350396145,2128.232303839167,14.640586020429755,24.587915872809294,58034471551.4,101841646969,6,0,91,3
2021-03-29,57750.19921875,55947.8984375,0.03165502939331705,1799.453125,55950.74609375,55973.51171875,55137.3125,54861.30580357143,56162.623046875,55659.50919210791,-1301.3172433035725,1.0375621355090665,1587.576171875,2090.6900266420926,1146.317036060711,1529.6933567104406,58.40673763106119,-1.9036491995295053,2176.440639838091,14.937127679332354,24.777232525248213,55446144199.4,159467233996,0,0,92,3
2021-03-30,58917.69140625,57750.1328125,0.020014609919984168,1167.4921875,57750.19921875,55950.74609375,55973.51171875,55458.26953125,56313.53655133928,56093.93348732685,-855.2670200892826,1.050339809376376,2604.1548549107174,2823.7579189231474,1315.0750258098342,1486.7696905303194,60.754450100712305,1.829915762235243,2294.4523518130263,15.704853537266514,24.719889450399435,52729004917.6,213881350428,1,0,93,3
2021-03-31,58918.83203125,58930.27734375,1.935944759335448e-05,1.140625,58917.69140625,57750.19921875,55950.74609375,56336.064732142855,56316.960658482145,56470.586626516604,19.104073660710128,1.0433543469439326,2601.871372767855,2448.245404733396,1432.3972040940716,1475.89519324307,60.75678065989122,0.980655555230481,2298.594408106469,15.732248109119688,24.905633886698652,54502730567.0,279402176653,2,1,94,3
2021-04-01,59095.80859375,58926.5625,0.0029992328786879927,176.9765625,58918.83203125,58917.69140625,57750.19921875,57392.01450892857,56405.30970982143,56820.61622214773,986.7047991071449,1.04004167013443,2690.4988839285725,2275.192371602272,1522.1104632444694,1485.13824724335,61.142351150854005,1.341305399083472,2384.582611027634,16.29521271703914,24.84504986647731,57383254878.8,341071340445,3,0,95,4
2021-04-02,59384.3125,59098.87890625,0.004870090844088338,288.50390625,59095.80859375,58918.83203125,58917.69140625,57998.728794642855,56479.42829241072,57162.442392528035,1519.3005022321377,1.0388694047083333,2904.8842075892826,2221.8701074719647,1598.0671976843078,1507.7240373315417,61.80123536749527,3.2350137810712427,2464.357951587643,16.818263312545568,24.79618007845484,59591510819.2,399799201065,4,0,96,4
2021-04-03,57603.890625,59397.41015625,-0.030439981167968613,-1780.421875,59384.3125,59095.80859375,58918.83203125,58231.64006696428,56428.73158482143,57221.30215685763,1802.908482142855,1.0066861195694847,1175.1590401785725,382.5884681423704,1497.3379118729645,1505.6468122398262,55.54214605919282,5.6387205781082805,2430.7938813440715,16.60410594922838,24.811614869932246,59994662310.6,340157856581,5,0,97,4
2021-04-04,58758.5546875,57604.83984375,0.019846643132378484,1154.6640625,57603.890625,59384.3125,59095.80859375,58632.755580357145,56516.955357142855,57426.26916094328,2115.80022321429,1.0231999317737819,2241.599330357145,1332.2855265567196,1493.4652295492851,1503.2104957017182,58.47910647884756,7.343234971102184,2495.1433810946223,17.017054856380113,24.650170813880738,59261771618.2,390907519551,6,0,98,4
2021-04-05,59057.87890625,58760.875,0.005081207326213134,299.32421875,58758.5546875,57603.890625,59384.3125,58819.56696428572,56840.43638392857,57643.81712698418,1979.130580357145,1.0245310225752533,2217.4425223214275,1414.0617792658231,1497.2892454119356,1502.0262456437617,59.23099015272598,11.906585921819731,2511.122448322044,17.02856833953914,24.829312859426597,58298860796.2,451613791666,0,0,99,4
2021-04-06,58192.359375,59171.93359375,-0.01476389754962159,-865.51953125,59057.87890625,58758.5546875,57603.890625,58715.94810267857,57087.10881696428,57716.95609338629,1628.8392857142899,1.0082368044642636,1105.2505580357174,475.40328161371144,1414.1778508409407,1484.4565666831977,56.0692346006899,12.548698594354224,2457.8623663896137,16.59537845566646,24.91379940464695,59176633635.4,385555763678,1,0,100,4
2021-04-07,56048.9375,58186.5078125,-0.037528870853164246,-2143.421875,58192.359375,59057.87890625,58758.5546875,58305.963169642855,57321.013950892855,57494.553614268116,984.94921875,0.9748564685975861,-1272.076450892855,-1445.6161142681158,1161.9608781617717,1419.9574289789125,49.08183532419051,1.6533722059812037,2152.732736973515,14.475844220644449,25.049321194420898,62560122228.2,309910460094,2,0,101,4
2021-04-08,58323.953125,56099.9140625,0.03978767570422682,2275.015625,56048.9375,58192.359375,59057.87890625,58195.69810267857,57793.85630580357,57605.14021569904,401.841796875,1.0124782772268137,530.0968191964275,718.8129093009629,1132.5959963970454,1362.4851424625392,55.43059871150198,4.199203041003142,1429.6874058308363,9.535139853653089,24.69457337876218,61242624459.6,362964315735,3,0,102,4
