Date,Close,Open,log_return,delta_close,close_lag1,close_lag2,close_lag3,sma_7,sma_14,ema_14,sma_diff,ema_ratio,close_minus_sma14,close_minus_ema14,macd,macd_signal,rsi_14,roc_12,rolling_std_14,bollinger_width,volume_log,volume_sma_5,obv,day_of_week,is_month_end,trend_sequence,month
2021-01-28,33466.09765625,30441.041015625,0.0950202595471698,3033.55078125,30432.546875,32569.849609375,32366.392578125,32313.95284598214,34459.100864955355,33591.16084758005,-2145.1480189732138,0.9962769017749185,-993.0032087053551,-125.06319133005309,139.99777762399754,871.3324636863277,50.66315304846689,-9.122161672267778,2463.028806506036,27.550735638314137,25.060780836382694,61578045325.6,235792521820,3,0,33,1
2021-01-29,34316.38671875,34318.671875,0.025090070847817985,850.2890625,33466.09765625,30432.546875,32569.849609375,32501.184988839286,34111.176478794645,33687.857630402716,-1609.9914899553587,1.0186574372061004,205.21023995535506,628.5290883472844,198.02678026126523,736.6713270013153,53.135854171821855,-5.146074049376328,2053.779943419984,23.207313001969755,25.493056608756657,75428193708.0,353687094331,4,0,34,1
2021-01-30,34269.5234375,34295.93359375,-0.0013665573129015413,-46.86328125,34316.38671875,33466.09765625,30432.546875,32815.73939732143,33928.6162109375,33765.41307134902,-1112.8768136160725,1.0149297852535004,340.9072265625,504.1103661509769,237.49600171198836,636.8362619434499,52.97825690385567,-4.251745171413208,1901.938358712221,21.607172540732623,24.899832711300622,76477148500.0,288545265533,5,0,35,1
2021-01-31,33114.359375,34270.87890625,-0.034289423389572346,-1155.1640625,34269.5234375,34316.38671875,33466.09765625,32933.59375,33709.774693080355,33678.60591183582,-776.1809430803551,0.983246143313862,-595.4153180803551,-564.2465368358171,173.56283402566623,544.1815763598933,49.11155772066532,-9.597891674351004,1796.5345985815527,20.542220437669595,24.68891572259947,74976972740.2,235790722862,6,1,36,1
2021-02-01,33537.17578125,33114.578125,0.0126875420679964,422.81640625,33114.359375,34269.5234375,34316.38671875,33100.84849330357,33548.76743861607,33659.748561091044,-447.9189453125,0.9963584760706522,-11.591657366072468,-122.5727798410444,155.22376543637074,466.39001417518875,50.53466143501306,-7.021465539367568,1693.7029465837902,19.459349739783963,24.84068219750167,74741700469.2,297191123522,0,0,37,2
2021-02-02,35510.2890625,33533.19921875,0.057167938879420434,1973.11328125,33537.17578125,33114.359375,34269.5234375,33520.91127232143,33468.78278459822,33906.48729461224,52.12848772321013,1.0473007349287582,2041.5062779017826,1603.8017678877586,296.48596757654013,432.40920485545905,56.62992439996949,-0.10538202136562794,1558.0000914839975,17.94300633858086,24.867805693679763,72055986014.6,360279708955,1,0,38,2
2021-02-03,37472.08984375,35510.8203125,0.053773897801538996,1961.80078125,35510.2890625,33537.17578125,33114.359375,34526.560267857145,33568.946010044645,34381.90096783061,957.6142578125,1.0898783600944788,3903.143833705355,3090.18887591939,560.2796530273699,457.9832944898412,61.685207747411766,13.531965003742835,1768.8855851173632,20.310924270018518,24.836870692500103,60710435144.2,421446527114,2,0,39,2
2021-02-04,36926.06640625,37475.10546875,-0.01467867670382311,-546.0234375,37472.08984375,35510.2890625,33537.17578125,35020.841517857145,33667.397181919645,34721.12302628653,1353.4443359375,1.0635043796911223,3258.669224330355,2204.9433799634717,717.0132388873972,509.78928336935246,59.60281260184084,15.150548769803187,1919.441545999431,21.97520817723571,24.955022835687597,61449684263.0,352608452722,3,0,40,2
2021-02-05,38144.30859375,36931.546875,0.03245885330843299,1218.2421875,36926.06640625,37472.08984375,35510.2890625,35567.6875,34034.436244419645,35177.54776861499,1533.251255580355,1.084336771984485,4109.872349330355,2966.7608251350102,928.8208297875535,593.5955926529928,62.63369637740532,18.13267980316186,2246.6086048882644,25.44347972253364,24.793967536449145,62618389009.2,411206519124,4,0,41,2
2021-02-06,39266.01171875,38138.38671875,0.02898274128113115,1121.703125,38144.30859375,36926.06640625,37472.08984375,36281.47154017857,34548.60546875,35722.67629529966,1732.8660714285725,1.0991900885073544,4717.40625,3543.335423450342,1173.6626864211576,709.6090114066258,65.22109330222773,21.317232447115977,2563.263809566197,28.597655713498337,24.99052722611061,64603515607.8,482532552777,5,0,42,2
2021-02-07,38903.44140625,39250.19140625,-0.009276588183404773,-362.5703125,39266.01171875,38144.30859375,36926.06640625,37108.48325892857,35021.03850446428,36146.77831009304,2087.44475446429,1.0762630371234836,3882.4029017857174,2756.663096156961,1323.1922906335676,832.3256672520142,63.68603068540755,19.446180663517467,2719.5866117308046,29.932398863339394,24.905325767997727,65085926749.8,417031911634,6,0,43,2
2021-02-09,46481.10546875,46184.9921875,0.17796318127357477,7577.6640625,38903.44140625,39266.01171875,38144.30859375,38957.61607142857,36029.23228236607,37524.68859791397,2928.3837890625,1.2386806448097727,10451.873186383928,8956.41687083603,2029.7520221033046,1071.8109382222724,76.26140313417801,52.73485212942764,3982.708698685974,42.608003431124224,25.242985393384693,71214532495.2,508841758520,1,0,44,2
2021-02-10,44918.18359375,46469.76171875,-0.03420320342962812,-1562.921875,46481.10546875,38903.44140625,39266.01171875,40301.60100446428,36911.256138392855,38510.48793069211,3390.3448660714275,1.1663883271120823,8006.927455357145,6407.695663057893,2435.515855624006,1344.5519217026192,70.81442685613177,34.21996210950891,4492.388377134876,46.91223450012054,25.192628784215756,74907135596.0,421540668624,2,0,45,2
2021-02-11,47909.33203125,44898.7109375,0.06446761605839371,2991.1484375,44918.18359375,46481.10546875,38903.44140625,41792.63560267857,38159.597935267855,39763.667144099825,3633.0376674107174,1.2048519533581006,9749.734095982145,8145.664887150175,2964.2769583182962,1668.4969290257548,74.55951059884886,39.61065430316124,4957.722736709615,50.077898369051944,25.122504882138234,79465304677.6,502929580434,3,0,46,2
2021-02-12,47504.8515625,47877.03515625,-0.008478464657924508,-404.48046875,47909.33203125,44918.18359375,46481.10546875,43303.890625,39162.36607142857,40795.82506655318,4141.5245535714275,1.1644537519464773,8342.485491071428,6709.026495946819,3312.5012953059268,1997.2978022817892,73.19178208281568,38.62127860966114,5340.371615870245,52.56179715891703,25.061275811839305,80511106186.2,426374539238,4,0,47,2
2021-02-13,47105.515625,47491.203125,-0.008441745251820123,-399.3359375,47504.8515625,47909.33203125,44918.18359375,44584.06305803572,40075.875279017855,41637.11714101276,4508.187779017862,1.1313347046931077,7029.640345982145,5468.398483987243,3515.721469779921,2300.9825357814157,71.79156365525196,42.251024975475616,5537.85239457717,53.26304722801064,24.97533263846303,81461069188.6,356124083083,5,0,48,2
2021-02-14,48717.2890625,47114.5078125,0.033643879906238475,1611.7734375,47105.515625,47504.8515625,47909.33203125,45934.24553571428,41107.85853794643,42581.14006387773,4826.386997767855,1.1441048546238355,7609.4305245535725,6136.148998622273,3763.4488724899784,2593.475803123128,73.95713505964382,45.26354091430953,5715.9155474298095,53.59553367761043,24.98944206264512,77348834857.0,427372758311,6,0,49,2
2021-02-15,47945.05859375,48696.53515625,-0.015978235928812496,-772.23046875,48717.2890625,47105.515625,47504.8515625,47225.90513392857,42167.19419642857,43296.32920119403,5058.7109375,1.1073700583472967,5777.8643973214275,4648.729392555972,3853.046556621899,2845.3899538228825,71.13920553066218,35.01737062563513,5490.359132865803,50.18728462181775,25.067978680306304,75302597511.0,350302855145,0,0,50,2
2021-02-16,49199.87109375,47944.45703125,0.0258352607407487,1254.8125,47945.05859375,48717.2890625,47105.515625,47614.30022321428,43285.95814732143,44083.46812020149,4328.342075892855,1.1160617163694497,5913.9129464285725,5116.402973548509,3979.433812775147,3072.1987256133357,72.9432306293009,31.297377058237615,5183.784123504853,46.16018297708155,25.067714985161217,74434731726.2,427352438031,1,0,51,2
2021-02-17,52149.0078125,49207.27734375,0.058214152169521576,2949.13671875,49199.87109375,47945.05859375,48717.2890625,48647.275111607145,44474.43805803572,45158.87341250796,4172.8370535714275,1.1547898313613807,7674.569754464283,6990.134399992043,4268.36426381801,3311.4318332542707,76.63915881347432,41.22546181543293,5171.288104559692,44.81835520339712,25.115497044965455,75287832567.8,508172983435,2,0,52,2
2021-02-18,51679.796875,52140.97265625,-0.009038226589304248,-469.2109375,52149.0078125,49199.87109375,47945.05859375,49185.91294642857,45489.27427455357,46028.32987417356,3696.638671875,1.1227823606955913,6190.5226004464275,5651.467000826437,4408.662015189846,3530.877869641386,74.88645409758509,35.484948555255265,5084.778855359129,43.08545770949815,24.675561378706306,71648686052.6,456118259856,3,0,53,2
2021-02-19,55888.1328125,51675.98046875,0.07828513543693166,4208.3359375,51679.796875,52149.0078125,49199.87109375,50383.52455357143,46843.70758928572,47342.970265950426,3539.81696428571,1.1804948548548369,9044.425223214283,8545.162546549574,4804.048453413481,3785.5119863958053,79.4302087018142,42.33208407517674,5153.337705144654,42.40382090794954,24.874234825669078,70098050390.6,519613756774,4,0,54,2
2021-02-20,56099.51953125,55887.3359375,0.0037751835203801024,211.38671875,55888.1328125,51679.796875,52149.0078125,51668.38225446428,48126.22265625,48510.51016799037,3542.1595982142826,1.1564405184975202,7973.296875,7589.009363259633,5075.93992014524,4043.5975731456924,79.62957825327858,44.20194590352457,5055.098316064898,40.48698904929757,24.94491037551115,68313161762.6,587759216800,5,0,55,2
2021-02-21,57539.9453125,56068.56640625,0.02535215971053203,1440.42578125,56099.51953125,55888.1328125,51679.796875,52928.76171875,49431.503627232145,49714.434853924984,3497.258091517855,1.157409220914782,8108.441685267855,7825.510458575016,5346.020591215471,4304.082176759648,80.98223119615909,23.792118823819795,4949.471342499858,38.594253264614274,24.672538097943303,63282762223.6,639656801991,6,0,56,2
