Date,Close,High,Low,Open,Volume
2020-12-24,51.14993667602539,51.14993667602539,50.90208121991355,50.9296195477631,1175900
2020-12-28,51.278446197509766,51.43450136873585,51.14074757433968,51.35188289519809,1891700
2020-12-29,51.232547760009766,51.53547982805718,51.07648908715632,51.40696298089637,1967200
2020-12-30,51.14993667602539,51.38861035497274,51.09485651850433,51.260093489245556,1297900
2020-12-31,51.61809539794922,51.67317554441476,51.01222779411329,51.12238458522312,2295200
2021-01-04,51.021419525146484,51.71908400740433,50.56242872050208,51.68236390259551,5100200
2021-01-05,51.17746353149414,51.296802095126836,50.690934505499484,50.93878990604993,2723700
2021-01-06,51.608917236328125,51.79251072130209,50.91124938687054,50.947969484593834,8988600
2021-01-07,51.801700592041016,52.00365765925906,51.498764991213946,51.65482368001566,2435800
2021-01-08,52.00366973876953,52.03120807185163,51.54467884434729,51.82007268063611,2888800
2021-01-11,51.76497268676758,52.0587264665449,51.70071426630512,51.820052833658806,2115200
2021-01-12,51.51710510253906,51.79249876826397,51.30596984208928,51.73742213621126,2659700
2021-01-13,51.61809539794922,51.74661223788089,51.40696008922986,51.48957855801754,3220600
2021-01-14,51.406959533691406,51.673174985999395,51.3518793878211,51.645633162153636,2355100
2021-01-15,51.54466247558594,51.66399754892684,51.13157010142492,51.23254862642222,2530700
2021-01-19,51.716552734375,51.83605517474627,51.560283279499416,51.716552734375,2275600
2021-01-20,52.001529693603516,52.07507075097626,51.661411069831146,51.77171914925963,2904900
2021-01-21,51.8084831237793,52.001523115015786,51.79928873945555,51.91879118925298,1737700
2021-01-22,51.790096282958984,51.92798399057026,51.57867103615041,51.679788220848,1563100
2021-01-25,52.20374298095703,52.44274430749317,51.734927696394585,51.734927696394585,3001000
2021-01-26,52.33245849609375,52.4243813130367,52.01991600920474,52.18537988500661,3584700
2021-01-27,51.43159866333008,52.13022114992335,51.2569404117089,51.9004106139001,6349200
2021-01-28,51.4132080078125,52.23133286919546,51.37643748431368,51.61544238042586,3675600
2021-01-29,50.67780303955078,51.385619669024415,50.50314484771213,51.17419096241665,6352400
2021-02-01,50.990352630615234,51.18339260057598,50.71457723738012,50.90762071397066,3756900
2021-02-02,51.42240524291992,51.68898631129958,51.22936523063005,51.2845210226974,2544000
2021-02-03,51.13743209838867,51.37643346919252,50.98115913904666,51.35804820887994,3400900
2021-02-04,51.45917510986328,51.5235217797999,51.17420878112217,51.21097930869467,2070800
2021-02-05,51.826873779296875,51.91879659231944,51.67060078920187,51.67060078920187,1913400
2021-02-08,52.07508087158203,52.07508087158203,51.81769062738519,51.95557838344176,2500100
2021-02-09,52.15778732299805,52.18536345807437,51.90959158742241,52.01989963435728,2324700
2021-02-10,52.130226135253906,52.378421958690204,51.95557137356058,52.33246054841626,2331300
2021-02-11,51.93717956542969,52.22214588383934,51.76252482573819,52.194566235844604,1886600
2021-02-12,52.18537902832031,52.19456990721145,51.854451282149164,51.8636421610403,1940800
2021-02-16,51.716552734375,52.20375337282867,51.698170980437794,52.17617372866306,2104800
2021-02-17,52.07508087158203,52.07508087158203,51.59707442565224,51.643035842127325,3686400
2021-02-18,52.093448638916016,52.185374953803176,51.74413916223588,51.79010056636429,2606500
