Date,Close,High,Low,Open,Volume
2010-12-27,63.56565475463867,63.64700680260792,62.57583184901594,62.887693435244934,5285900
2010-12-28,62.320735931396484,63.313948646136055,62.1166489229624,63.21870942623968,13972100
2010-12-29,63.37516784667969,63.62006495589973,62.22548789632368,62.422770592489044,13115400
2010-12-30,63.327552795410156,63.45680824833484,62.86496525893926,63.184693963826795,7029900
2010-12-31,64.0281982421875,64.42275819373366,63.565605880585345,63.61322545353803,8516000
2011-01-03,63.5452995300293,64.15755067535814,63.23236447733137,63.402435393289934,13799400
2011-01-04,63.62007522583008,63.790146006169834,63.20510729673754,63.54524885741705,10466900
2011-01-05,62.21867370605469,63.05542396068481,62.034999605848725,62.919364265952005,17568000
2011-01-06,62.490814208984375,62.66768929151389,62.01461805234588,62.27312379592837,9317500
2011-01-07,62.82411193847656,63.01459028112768,61.92613890158875,62.25267691052322,12694600
2011-01-10,63.16425704956055,63.259496226511104,62.7084688184192,62.980582976911876,8295200
2011-01-11,62.810546875,62.99422104882321,62.375166057646176,62.91938948426408,9495400
2011-01-12,62.320735931396484,62.70169281098201,62.211888142858776,62.409170866972204,9522900
2011-01-13,62.87855529785156,63.10984901701782,62.211875701751,62.32752775148131,14502400
2011-01-14,62.47714614868164,63.19824917229949,62.42272748984611,63.116613398830324,8960700
2011-01-18,62.184696197509766,62.38877806440545,61.72210336633698,62.10306033666182,10663600
2011-01-19,62.6336555480957,62.6336555480957,62.15065524133212,62.18467146736158,8886900
2011-01-20,61.76969528198242,62.320722822641926,61.49077677513439,62.245891281299635,14203400
2011-01-21,62.25947570800781,62.25947570800781,61.572393859558716,61.69484496356424,9085600
2011-01-24,62.286705017089844,62.51800391813425,62.164253878924455,62.49759626013118,7700200
2011-01-25,62.87855529785156,63.19828912505554,62.12344078386046,62.54521809487487,13438100
2011-01-26,61.92618942260742,62.762940184920254,61.830950173583176,62.735728229463355,13322900
2011-01-27,62.20508575439453,62.347944576673505,61.68126488255701,61.953379149342275,10868700
2011-01-28,62.531639099121094,62.776541500017494,61.74931227348814,61.77652422804881,11993200
