Date,Close,High,Low,Open,Volume
2021-03-15,143.18724060058594,143.40146404334496,141.47349391745777,142.589215478321,5524100
2021-03-16,144.03517150878906,144.31186824839628,143.02656858244472,143.2229366466137,6369100
2021-03-17,143.49964904785156,144.35651558533814,142.39284834897933,143.55320150398848,6001400
2021-03-18,143.23190307617188,144.14233587968056,142.776693484243,142.9998378445387,4801800
2021-03-19,142.8480224609375,144.15119092260284,142.33926063401412,143.42820570454901,14891500
2021-03-22,143.25865173339844,143.39253287594417,141.027208559981,141.30390533434107,7544100
2021-03-23,143.12477111816406,143.8834536281322,141.81268143778865,142.99981084477824,7178300
2021-03-24,144.51718139648438,145.02594333120808,142.65169826975148,142.90161880253638,6370100
2021-03-25,144.5707244873047,144.9991577129523,143.38359522363928,144.99023684437617,6269800
2021-03-26,147.21275329589844,147.36450340749428,144.04411508345947,144.6778372780883,7619200
2021-03-29,148.20352172851562,149.0871781158334,146.05242089052987,146.23093361796276,8535100
2021-03-30,147.28414916992188,147.86433248350377,146.58794008934063,147.29308365790772,7236300
2021-03-31,146.695068359375,147.62334265530933,146.1148850072247,147.23954099650055,8281500
2021-04-01,145.33836364746094,146.23986181896353,144.82958804814,145.13307468160366,7229700
2021-04-05,145.8739013671875,147.0521099387258,145.18662665343885,146.06134859253177,7387100
2021-04-06,145.83816528320312,146.84678171925214,145.49006077460186,146.4540456337235,5074200
2021-04-07,146.03456115722656,146.63258626701855,145.77571975315,145.98100870256573,4608000
2021-04-08,145.4633331298828,146.48087077326616,145.3562282052055,146.3826867190954,5039400
2021-04-09,143.92808532714844,145.4276086089396,142.61599564575698,144.70462319667254,8418300
2021-04-12,144.27621459960938,144.66895084620916,143.11586122183294,143.78529429135966,5022800
2021-04-13,142.3481903076172,142.7498472736461,139.71509061959935,140.00964269325937,18424100
2021-04-14,142.740966796875,142.91055867087843,140.61662836613638,140.87548342213614,7718300
2021-04-15,143.16046142578125,144.94561588641554,143.01764580021506,143.45501354614362,7524600
2021-04-16,144.8117218017578,145.05270782624996,143.31218510668543,144.00839419451125,9049400
2021-04-19,145.21336364746094,145.5882443772113,143.56209064341394,145.04377182741183,8353500
2021-04-20,148.59625244140625,149.7655264257293,143.70493306727607,143.70493306727607,14050700
2021-04-21,148.69444274902344,148.98007401018154,147.534089584953,148.4980746618893,6333200
2021-04-22,147.43585205078125,148.41769213023457,146.93601114474802,148.02495609845323,7233000
2021-04-23,147.7393798828125,148.22136557139925,146.38265874436357,146.8557235641486,6015300
2021-04-26,146.48977661132812,147.6412089120504,146.16844825062054,147.46269618269022,6027800
2021-04-27,145.6507568359375,146.30234806911335,145.01703458185796,146.16845330272918,6217700
2021-04-28,144.57965087890625,145.66859615124588,144.28509876888188,145.36512317230458,7448000
2021-04-29,146.56118774414062,146.61474020219592,144.42792857383103,144.50825726091395,6394300
2021-04-30,145.2490997314453,146.6772288545455,145.06166612607325,146.51655785886356,9079100
2021-05-03,147.46267700195312,147.5608610332775,145.5971804067905,146.02562724510392,6594100
2021-05-04,149.7476806640625,149.8190884744233,146.98068589608238,147.12350151680397,10179500
2021-05-05,149.1228790283203,150.3099947165382,148.87294488276964,149.50668068608377,7792300
2021-05-06,149.72091674804688,149.85479789120188,148.38205083790342,148.87295744257068,5529900
2021-05-07,150.3992919921875,151.0062380871274,149.80126676817898,150.22077923600813,5316200
2021-05-10,151.97911071777344,153.10375299094673,151.0508228818068,151.6488479205324,8357500
2021-05-11,150.73846435546875,152.51468453156488,150.20291250780855,152.31831642873277,8217900
2021-05-12,150.1314697265625,151.55959857466343,149.9083254452746,150.43494268039896,6758300
2021-05-13,151.70242309570312,152.36292149054512,149.03361243163857,149.03361243163857,8018600
2021-05-14,151.93450927734375,153.17519118104212,151.8898776883606,153.05915177361572,5797700
2021-05-17,152.08624267578125,153.4251086000189,152.01483485879743,152.09516354553605,5722600
2021-05-18,152.1398162841797,152.96098586418046,151.31864670417892,151.72030381335912,5846000
2021-05-19,151.8095703125,151.8809781409682,149.98870473568724,151.65783378437405,5533800
2021-05-20,152.6931915283203,153.15732187646918,151.4614306067115,151.68457491166106,4853200
2021-05-21,152.5950164794922,154.18380293476466,152.51467417404487,152.92526571198698,6501800
2021-05-24,153.17881774902344,153.89733735893915,152.47826489812658,153.49316065643416,5195100
2021-05-25,152.75668334960938,153.60991936468113,152.4513169786778,153.28658623527676,7444700
2021-05-26,151.8495330810547,152.75665550155213,151.13999014925378,152.68480218538124,5726400
2021-05-27,151.6160430908203,152.8375223522665,151.2298468405813,152.02020610060737,8114700
2021-05-28,152.01123046875,153.59196270273742,151.93937713475665,152.25373375789982,6400800
2021-06-01,148.67010498046875,152.864445119149,148.53538856349775,152.81953507861857,10448400
2021-06-02,149.2718505859375,149.74786683170535,148.29287481291448,148.46352473208017,6806000
2021-06-03,149.12815856933594,150.12510119596752,148.83178244391792,148.9934421486914,5808800
2021-06-04,149.06529235839844,150.50233143679563,148.975472276766,149.9993581661224,6510300
2021-06-07,148.05038452148438,149.37965047932116,147.86178153458053,149.09223717883089,5362800
2021-06-08,146.74803161621094,148.78682627921611,145.56248636818827,148.44552651322311,7746800
2021-06-09,148.7239990234375,148.8946489632593,146.9905837497127,147.28697358656834,5552600
2021-06-10,150.06222534179688,150.5112983119227,149.04731604383431,149.09222608177078,6463100
2021-06-11,148.15814208984375,150.06220686323368,147.493509242237,150.05323033859952,7389900
2021-06-14,148.52639770507812,148.6072412595394,147.20612200585964,147.74501508070725,4931300
2021-06-15,147.73599243164062,148.9664476660324,147.64617237900092,148.40061148455723,5062900
2021-06-16,147.68214416503906,148.867703495073,146.82890818306535,148.01446751309928,6988500
2021-06-17,148.3916778564453,148.82278408358002,146.84686569587447,147.46658860622927,5874700
2021-06-18,145.481689453125,147.46659820060364,145.3110395154469,146.64030550124417,12993000
2021-06-21,147.15225219726562,147.52947191076936,145.72420320229688,146.1912430067108,6592300
2021-06-22,146.9546356201172,147.33185527370702,146.6492692869187,147.03547917094465,5627800
2021-06-23,146.06549072265625,147.01752330528072,145.93076059770976,147.01752330528072,4493400
2021-06-24,146.73008728027344,147.47555000141804,146.21815125769126,146.6402809155035,4549200
2021-06-25,147.48455810546875,147.99649419009484,146.29899882802707,146.34390886816414,10963800
2021-06-28,147.3138885498047,148.25694444856362,146.8648156175022,147.6911081683846,5604000
2021-06-29,147.3229217529297,147.87079148930016,146.7660754881223,147.29597846299538,3749500
2021-06-30,147.9605712890625,148.16714102383244,146.99954852776693,147.29593834093416,6151700
2021-07-01,149.05628967285156,149.1011860011682,147.86175406080554,147.9605506514144,6320200
2021-07-02,151.76870727539062,152.05612057367028,148.7689029238535,149.1102027894055,9059900
2021-07-06,150.861572265625,151.66092159146916,149.9813930955607,150.80768570281157,6098500
2021-07-07,152.1549072265625,152.23573707218242,150.4214784332028,150.4214784332028,6293500
2021-07-08,151.8585205078125,152.19982035797048,150.5113015682875,151.51722065765452,5755500
2021-07-09,152.46031188964844,153.0171581278603,152.0022622780183,152.11901196061643,6120900
2021-07-12,152.21780395507812,153.7446496520049,151.37354439082077,152.44234049005627,7840500
2021-07-13,152.0291748046875,152.46925756663086,151.49028173153303,151.75972826811028,4691200
2021-07-14,153.06202697753906,153.43027009609878,151.822581214884,152.68480733338737,6162900
2021-07-15,151.2208251953125,152.59498736590626,150.63703582518232,152.05610803300593,6656900
2021-07-16,150.9783477783203,151.86750354557572,150.84361765581897,151.19389404692996,5834900
2021-07-19,149.88259887695312,151.05916786580457,148.48149340306531,149.52333227812326,8219700
2021-07-20,151.2926788330078,153.41230377130523,149.84666334072074,149.9005499036625,9902800
2021-07-21,152.22679138183594,152.40641786558336,150.42150890292547,152.0561414256581,7585200
2021-07-22,152.66685485839844,153.64584442427068,151.47231902120205,152.1100087179838,5281900
2021-07-23,154.29248046875,154.6427568268725,153.02610514607267,153.58295122703177,5014900
2021-07-26,154.36434936523438,154.60685262367602,153.45722683460366,154.31945302871813,4484900
2021-07-27,155.07391357421875,155.12780014909825,153.28659784785597,154.30150735682736,7089300
2021-07-28,154.64276123046875,155.720547321185,154.55295485932203,155.1367442379438,5750700
2021-07-29,154.64276123046875,155.68461380903074,153.66378544586695,155.14573446829206,4214100
2021-07-30,154.6607208251953,155.3612735289511,154.33738775387582,154.9660871412696,5346400
2021-08-02,154.72361755371094,155.23555365490654,153.85241482441086,154.90324401545288,3721500
2021-08-03,156.62767028808594,156.72646688989758,154.87628844198807,155.1367447351536,6033000
2021-08-04,155.70257568359375,156.807291316862,155.61275561064357,156.45701495974674,4793100
2021-08-05,155.99896240234375,156.14266903438238,154.8583132805425,156.14266903438238,4291000
2021-08-06,155.47804260253906,156.22350536953064,154.8852629992032,156.22350536953064,4581100
2021-08-09,156.01695251464844,156.50194533961323,155.31638600473363,156.02592904126269,3950200
2021-08-10,156.07086181640625,156.3762282212192,155.1816921857327,155.61279850456407,3678300
2021-08-11,156.0977783203125,156.69953449876257,155.88221834557288,156.50194128140637,4221300
2021-08-12,157.3551788330078,157.43600868511837,155.90916320300775,156.11574665345103,4300400
2021-08-13,158.29823303222656,158.33415284231435,157.28332366333572,157.43600683929463,5882100
2021-08-16,159.72630310058594,159.77121314762536,158.0288074776253,158.5677006328537,4782800
2021-08-17,161.19027709960938,161.22619691255875,159.2502782894271,159.2502782894271,6041900
2021-08-18,159.14248657226562,161.21720156964273,159.08860000681997,161.21720156964273,7134100
2021-08-19,160.38194274902344,161.06452879643075,158.13657767971162,158.63054703126357,5615000
2021-08-20,161.16334533691406,161.59445164623816,159.93288951225327,160.669362219656,5428700
2021-08-23,160.4676055908203,161.66019590336174,160.4043551676876,161.17232118142562,6461700
2021-08-24,158.46189880371094,160.10624464689468,158.36251511224316,159.9074772639591,5734800
2021-08-25,157.41383361816406,158.92264852004863,157.1066527177685,158.73292481700386,5700300
2021-08-26,156.57363891601562,157.85658338601337,156.34776811947955,157.16089747258565,5031600
2021-08-27,156.2393035888672,157.45901111438275,156.07668327136167,157.45901111438275,7046100
2021-08-30,156.89886474609375,157.45901980761334,156.10379527602194,156.11282514325208,3252700
2021-08-31,156.4200439453125,157.64878159469242,155.83277161951577,156.7452984344442,7106800
2021-09-01,156.9711456298828,156.9711456298828,155.4532869800673,156.21220941194662,5327400
2021-09-02,158.0462646484375,158.2811790367626,157.12472197226495,157.51321302056317,4544300
2021-09-03,158.14564514160156,158.30827923686624,157.0343650038384,158.19986569739336,4096900
2021-09-07,155.68820190429688,158.13663318844425,155.10092966483225,157.52227134709818,6859900
2021-09-08,155.3087158203125,156.284479074648,154.56786695942526,155.05574169356507,4661700
2021-09-09,151.84840393066406,154.92927067607562,151.51410582522374,154.6672666555431,7114600
2021-09-10,150.85458374023438,152.76996362043167,150.7642299101629,152.28208878179876,6699300
2021-09-13,149.7974853515625,151.89355875952532,149.1921533910629,151.71286491529594,6273500
2021-09-14,148.89398193359375,150.46603332755092,148.63196417723105,150.33954627532384,5259600
2021-09-15,149.4541473388672,149.94203585011343,148.45128071692292,149.07468615570662,7935300
2021-09-16,149.27346801757812,150.39379194299795,148.3428815952107,149.6619591049876,5665400
2021-09-17,148.8488311767578,148.99339177213858,147.77368415095626,148.4422665650494,13419800
2021-09-20,147.9995574951172,149.22829500518964,146.51784583174077,147.70140643171092,7270800
2021-09-21,148.6501007080078,149.96014868698845,148.3880966266359,148.72238102364227,6663600
2021-09-22,148.1079864501953,149.93302627684065,147.83695253351533,149.39094465742184,5657100
2021-09-23,148.9481964111328,149.77036918619592,148.30671746488275,148.5325881974129,4697900
2021-09-24,148.4964599609375,149.66194691428834,148.07182186655592,148.84881776414178,4399300
2021-09-27,147.4213409423828,148.4964880748549,147.1322335089947,148.1712335960067,5775500
2021-09-28,147.09608459472656,148.08992154137488,146.15646821557957,147.35810241977856,7610400
2021-09-29,148.18930053710938,148.7675291642629,147.0689765405991,147.26774392362606,5124100
2021-09-30,145.9125518798828,149.43613120961658,145.8312416921338,148.74948886963438,6972300
2021-10-01,144.98196411132812,146.2739385939259,143.31051451660454,145.93965418940553,8568300
2021-10-04,143.8525848388672,145.46078370489374,142.45218323232265,144.54827070798697,8620700
2021-10-05,144.1778106689453,145.5601384781574,143.78930583209078,144.43078479180403,5129000
2021-10-06,144.47598266601562,144.51211592335886,142.60576607266051,144.43983562261465,7312600
2021-10-07,145.76795959472656,146.9153869882757,144.57536907516345,144.57536907516345,5309200
2021-10-08,145.3975372314453,146.01191294439,144.78317530455948,145.74990889582017,4343200
2021-10-11,144.7831573486328,146.22873572893906,144.50307981163706,145.33428255519314,4101600
2021-10-12,142.4702606201172,144.71992484829025,142.1540360021042,144.5573044980382,6686400
2021-10-13,143.83453369140625,144.6296033797973,142.52448570835142,142.587736154501,6901100
2021-10-14,144.6566619873047,145.58724836352167,144.19589062568133,144.29527430595965,4579200
2021-10-15,145.73184204101562,146.19261350726384,144.92774254929256,145.48789771838563,6918400
2021-10-18,144.66571044921875,145.36139630058898,143.8345076464392,144.78316766447892,7465500
2021-10-19,148.05377197265625,149.21022924392042,145.21683557501473,145.37042604850438,10081300
2021-10-20,147.97244262695312,148.8488222279323,147.5026276132396,148.15313646728714,6003200
2021-10-21,147.62911987304688,148.52357302533943,146.61722330273705,148.4422628622374,4524100
2021-10-22,147.9182586669922,148.2254396215424,147.23161645339906,147.32195649447112,4304300
2021-10-25,148.24349975585938,148.4512969962226,146.102249349622,147.9182453080461,6715400
2021-10-26,149.75233459472656,150.00530877803504,148.21641597147965,148.677187422636,6939100
2021-10-27,147.93630981445312,149.7613355291422,147.54780495982294,149.68905523558178,7018800
2021-10-28,147.1322479248047,149.25542522065047,146.65340292098082,147.96345083306608,6278800
2021-10-29,147.15933227539062,147.49361661206927,145.1084217708264,146.68048733353166,8526800
2021-11-01,147.2858123779297,148.1531483957888,144.0151943245089,147.4122994549532,5846400
2021-11-02,149.60777282714844,150.86361386534776,147.24968123328537,147.90019020994131,8450600
2021-11-03,149.12892150878906,149.77040058954228,147.65623961236776,149.11084798630154,6717800
2021-11-04,148.71331787109375,149.06567571466422,146.9695883885627,149.02049880424596,8224400
2021-11-05,147.65621948242188,148.7133067199258,146.54493925696016,146.79791339306436,6215900
2021-11-08,147.15028381347656,148.32481456658985,146.37328781859154,147.8821028974615,5578800
2021-11-09,146.82505798339844,147.80082154765176,146.38236001401057,146.9154118228157,6112800
2021-11-10,148.41517639160156,148.93015460267074,146.6804904507469,146.84311079548718,6225100
2021-11-11,147.32196044921875,147.99957281271222,146.80698222171432,147.71046537303891,4118800
2021-11-12,149.083740234375,151.44183165888623,148.72235251154623,151.2701676654223,18995200
2021-11-15,147.737548828125,149.49030811093652,147.4665011620926,149.07469985154594,7496200
2021-11-16,146.9695587158203,148.48741712586616,146.92438181452314,147.43033002252017,7594700
2021-11-17,147.5207061767578,148.04472798188198,146.17451151603933,147.15027483047157,5414500
2021-11-18,146.7256317138672,148.59584811604222,146.48170123310584,147.67429160833032,6358700
2021-11-19,147.1683349609375,147.43938259907264,146.1654683500764,147.3038518869773,7620700
2021-11-22,145.2313232421875,147.90496415051558,145.18585042119997,146.4408281234005,7634500
2021-11-23,146.1316680908203,146.41358021760558,144.3947086225087,145.0676704463276,7734000
2021-11-24,145.72242736816406,146.06799032678347,144.94034192019595,145.63148171379342,5230900
2021-11-26,144.7766571044922,146.5590894246907,144.28558659994567,146.04982701216542,8523100
2021-11-29,145.2768096923828,145.8861066969782,144.06730469769954,145.049459442473,9188500
2021-11-30,141.8028564453125,144.59472349033587,141.73011659437105,144.1491121142805,14981700
2021-12-01,143.75811767578125,145.57691975081437,142.0939121119629,142.6668392060331,9835800
2021-12-02,142.85777282714844,144.8584518746951,142.54857987576554,143.0123693028399,11334700
2021-12-03,144.94033813476562,145.20405832337903,143.3125025480127,143.60351753331133,8750500
2021-12-06,148.1777801513672,148.70523432174699,145.34954288730424,145.6769277559415,9692000
2021-12-07,148.55975341796875,149.38731168894887,147.69582521123894,149.14176952447332,8311300
2021-12-08,149.45094299316406,149.66011519452428,147.9049642134279,148.65976863780025,6216400
2021-12-09,150.8695831298828,150.94233685709742,148.6779378065945,149.3054126856555,8574200
2021-12-10,150.4967803955078,151.58805884858845,149.73287298962882,150.56953414256097,6572200
2021-12-13,153.18858337402344,153.87063406925628,148.95987461412264,149.82380271947952,11142300
2021-12-14,154.8618927001953,155.48029260594765,152.01547695987762,153.0794744819997,10482400
2021-12-15,155.63487243652344,155.7803799136216,154.07070174861008,154.4617513587668,8552200
2021-12-16,157.33544921875,157.79014968177017,155.3620508744053,155.74399759817942,8998600
2021-12-17,152.98854064941406,155.30751619151545,152.47018924665315,154.27079950963426,16726200
2021-12-20,152.552001953125,153.24314164606807,151.46072364139928,152.60656378725778,7954500
2021-12-21,152.06094360351562,152.8703099187032,150.94237040984424,152.83392610883092,7954200
2021-12-22,152.71572875976562,152.9339900316854,151.06971489523988,151.92455419814195,4178200
2021-12-23,153.00674438476562,153.6433224182266,152.19737791157374,152.67027039772776,3501500
2021-12-27,154.29806518554688,154.46176458038383,153.4159451101221,153.81608376821472,3704800
2021-12-28,154.91644287109375,155.1801630162923,154.22528933296957,154.40716673066058,3187000
2021-12-29,156.00775146484375,156.40789014337307,154.51633431164456,154.5981770750641,3662000
2021-12-30,156.6988525390625,157.2172176653435,156.1895903018178,156.52606416363548,4231800
2021-12-31,155.57122802734375,157.03535024354215,155.53484421838485,156.89894565083964,4409500
2022-01-03,155.99864196777344,156.0532176841008,153.7797151763275,154.78915084483316,6012200
2022-01-04,155.58029174804688,156.68065895390885,155.14378324600648,155.56209984652494,6748400
2022-01-05,156.61705017089844,157.75380148506628,156.07140398955434,156.4169808294962,7016100
2022-01-06,156.08050537109375,156.87167983766633,155.32570084062482,156.55338392223484,7301600
2022-01-07,158.1903076171875,158.50860353069362,155.62580390845167,155.9259079158367,6986000
2022-01-10,157.408203125,157.95384923174586,156.5624669235365,157.95384923174586,7698400
2022-01-11,155.7349090576172,157.6810264902026,154.69819255383536,157.31727166922397,8341100
2022-01-12,154.4071807861328,154.6709148316947,153.08855218739512,154.24349527621763,8116200
2022-01-13,153.47052001953125,154.9801291304034,153.19771079883316,153.6887812724489,6159400
2022-01-14,152.6338653564453,153.3704779696186,152.0063764263026,153.35229994001915,5847700
2022-01-18,151.96092224121094,152.52474645636084,150.96966454261786,151.96092224121094,7815600
2022-01-19,151.48802185058594,153.43413945615595,151.2515825835691,152.0518460361266,5926500
2022-01-20,150.2785186767578,152.6520558959352,149.98750368947003,152.13369065346322,6011300
2022-01-21,149.9329071044922,152.77024706761796,149.5691523310337,151.13332283434445,10550300
2022-01-24,148.20509338378906,149.29637189174983,143.9218082415031,149.14177537512165,14054600
2022-01-25,152.44287109375,153.1522026567286,146.9409930977393,147.6503246607179,14081200
2022-01-26,153.12496948242188,153.88886311512704,151.1697486917033,152.3610619733564,9963200
2022-01-27,155.1347198486328,156.33513588026932,153.68877552754589,154.0434413775551,9066700
2022-01-28,156.22596740722656,156.2714402254318,153.96156814997843,155.38023126930398,9783100
2022-01-31,156.68069458007812,156.98079857982975,155.34388785588752,155.9622738846909,8054800
2022-02-01,155.39842224121094,156.39875485395584,154.0797799029357,156.18050753004718,8154700
2022-02-02,157.1172332763672,157.31730263018736,154.27989238417197,154.27989238417197,7382800
2022-02-03,157.1081085205078,157.89019391941346,155.5439377226965,156.65340802989658,6240400
2022-02-04,156.08050537109375,157.30818845270375,154.70730091599302,155.50757827386053,6392200
2022-02-07,155.5621337890625,156.1805336885423,154.607259957964,155.88042969154804,6065700
2022-02-08,155.9713897705078,156.4624741733824,155.03470767492033,155.52579207779493,6296100
2022-02-09,155.9531707763672,156.63522147515812,155.73490955726558,156.48062498192834,5387500
2022-02-10,154.07069396972656,155.70761831354224,153.96157030559087,155.6985293003163,10355300
2022-02-11,152.51564025878906,154.73456693270546,152.3610298852546,153.7978850592246,13125300
2022-02-14,150.59681701660156,152.75209303011945,148.9689813924335,152.51565375639856,8967600
2022-02-15,152.15188598632812,152.87032057965288,150.9696618574702,151.07879941834048,6631400
2022-02-16,152.06094360351562,152.63385678360632,150.6968421368158,151.4061737893911,8482400
2022-02-17,151.13336181640625,152.2792021370685,149.97841860442878,152.06095476724255,6227600
2022-02-18,149.5133819580078,151.34385920334805,149.12898341233833,150.99606405779483,6423200
2022-02-22,147.48150634765625,149.86113163071443,146.84084229927254,149.7055427879233,6868900
2022-02-23,147.55474853515625,148.85438549801842,147.21611476724615,147.82016154897724,8016900
2022-02-24,144.73583984375,146.55716978847258,142.52096398214326,146.2368306741543,12883400
2022-02-25,151.92959594726562,152.8356871193258,146.1635904164216,146.4381647684488,11340400
2022-02-28,150.620849609375,151.1791318467976,148.6164744882063,149.06493254324218,9373500
2022-03-01,150.09912109375,150.78555000119093,148.6438951616789,149.2204859474356,8737800
2022-03-02,151.96621704101562,153.4214570866013,150.1357397682403,150.47438756019838,6793300
2022-03-03,154.19940185546875,154.98650764294754,152.2224970106623,152.5702781966878,7333700
2022-03-04,155.11463928222656,155.4624344309691,152.7075711790256,153.43060355277473,6302500
2022-03-07,157.6132354736328,158.44609193318286,153.17432295844964,154.0346494224589,11663400
2022-03-08,154.4190673828125,158.4461118889135,154.22686111998135,157.45765246313954,11100300
2022-03-09,155.0048065185547,155.80105961447902,153.65940468827623,155.59970600957797,7248200
2022-03-10,155.27938842773438,155.72784641598741,153.8333097247686,154.27262035433,6171400
2022-03-11,154.9956817626953,156.92683600736206,154.6936513112999,154.79432812843172,5188000
2022-03-14,157.1373291015625,159.3613523608023,155.91091263847306,156.21292910925095,7729500
2022-03-15,161.21011352539062,161.5579086344555,157.92441056642323,158.63829549997516,10554400
2022-03-16,159.72743225097656,161.95145517665367,157.9335585864314,160.58775870410378,9603300
2022-03-17,161.81419372558594,161.85079712625512,159.43456768452293,160.35896764526123,7472100
2022-03-18,160.0203399658203,161.99725902082977,158.9403649424236,161.99725902082977,13809500
2022-03-21,160.9263916015625,162.1436605162313,159.54438645572412,159.85556420266548,7574900
2022-03-22,160.16677856445312,161.42065116198998,159.1691716953846,160.92642839006814,8442100
2022-03-23,159.5626983642578,160.66098192002488,159.3338887082466,160.3772601810403,5254200
2022-03-24,160.38641357421875,160.66097397550897,159.31558611288966,160.16675128775415,5012300
2022-03-25,161.9239959716797,162.63788089426586,160.36809329336194,160.79825651151404,4809500
2022-03-28,162.75686645507812,163.07719155539377,161.40231736605543,161.67687774763127,5604200
2022-03-29,162.6745147705078,164.19380024192176,161.81418824686125,163.47991524686034,5933400
2022-03-30,164.3677215576172,164.61483992712664,162.61961221684436,163.31520259539911,6277600
2022-03-31,162.20770263671875,164.93512320647142,161.9788930297856,164.36766588478477,11490400
2022-04-01,163.0863494873047,163.30599778799817,160.71588513944675,162.0429781627173,6525600
2022-04-04,161.5121612548828,163.08637280696053,160.64268735430613,163.08637280696053,6860600
2022-04-05,162.55551147460938,164.42259188051284,161.3473899442832,161.512140137251,7446100
2022-04-06,166.783935546875,167.12258334441333,163.47992345645457,164.18466112840707,10330900
2022-04-07,166.353759765625,167.44289591351784,164.95344585131488,166.27139164488497,7385200
2022-04-08,166.68325805664062,167.6625701131256,165.13650250749836,165.96022566972036,7144500
